DBN,school_name,school_type,administrative district,american indian/alaskan native removals or suspensions resulting from incidents where nypd was contacted,asian removals or suspensions resulting from incidents where nypd was contacted,black removals or suspensions resulting from incidents where nypd was contacted,hispanic removals or suspensions resulting from incidents where nypd was contacted,multi-racial removals or suspensions resulting from incidents where nypd was contacted,unknown removals or suspensions resulting from incidents where nypd was contacted,white removals or suspensions resulting from incidents where nypd was contacted,principal,removal,superintendent,expulsions,female removals or suspensions resulting from incidents where nypd was contacted,male removals or suspensions resulting from incidents where nypd was contacted,total removals or suspensions resulting from incidents where nypd was contacted,school_year
25Q263,Flushing International High School,High school,25.0,3,3,3,3,3,3,3,48,0,3,0,3,3,0,2018_2017
25Q281,East-West School of International Studies,Secondary School,25.0,3,3,3,3,3,3,3,24,3,22,0,7,7,0,2018_2017
25Q294,BELL Academy,Junior High-Intermediate-Middle,25.0,3,3,3,3,3,3,3,58,3,21,0,3,3,0,2018_2017
25Q409,District 25 PRE-K Center,District Pre-K Center,25.0,3,3,3,3,3,3,3,7,3,7,0,3,3,0,2018_2017
25Q467,Flushing Yabc,High school,25.0,3,3,3,3,3,3,3,12,18,31,0,3,3,0,2018_2017
25Q499,"The Queens College School for Math, Science and Te",K-8,25.0,3,3,3,3,3,3,3,3,3,0,0,3,3,0,2018_2017
25Q525,Townsend Harris High School,High school,25.0,3,3,3,3,3,3,3,0,0,0,0,3,3,0,2018_2017
25Q792,North Queens Community High School,High school,25.0,3,3,3,3,3,3,3,14,26,3,0,3,3,0,2018_2017
25Q901,Flushing Evening High Schl M/W,Ungraded,25.0,3,3,3,3,3,3,3,3,3,3,0,3,3,0,2018_2017
26Q018,P.S. 018 Winchester,Elementary,26.0,3,3,3,3,3,3,3,3,0,3,0,3,3,0,2018_2017
26Q026,P.S. 026 Rufus King,Elementary,26.0,3,3,3,3,3,3,3,3,6,0,0,3,3,0,2018_2017
26Q031,P.S. 031 Bayside,Elementary,26.0,3,3,3,3,3,3,3,0,0,3,0,3,3,0,2018_2017
26Q041,P.S. 041 Crocheron,Elementary,26.0,3,3,3,3,3,3,3,16,27,3,0,3,3,0,2018_2017
26Q046,P.S. 046 Alley Pond,Elementary,26.0,3,3,3,3,3,3,3,6,23,3,0,3,3,0,2018_2017
26Q067,J.H.S. 067 Louis Pasteur,Junior High-Intermediate-Middle,26.0,3,3,3,3,3,3,3,0,0,0,0,3,3,0,2018_2017
26Q094,P.S. 094 David D. Porter,Elementary,26.0,3,3,3,3,3,3,3,3,27,27,0,3,3,0,2018_2017
26Q098,P.S. 098 The Douglaston School,Elementary,26.0,3,3,3,3,3,3,3,3,20,12,0,3,3,0,2018_2017
26Q115,The James J. Ambrose School,Elementary,26.0,3,3,3,3,3,3,3,3,0,0,0,3,3,0,2018_2017
26Q133,P.S. 133 Queens,Elementary,26.0,3,3,3,3,3,3,3,3,68,3,0,3,3,0,2018_2017
26Q159,P.S. 159,Elementary,26.0,3,3,3,3,3,3,3,7,3,10,0,3,3,0,2018_2017
26Q162,P.S. 162 John Golden,Elementary,26.0,3,3,3,3,3,3,3,3,45,3,0,3,3,0,2018_2017
26Q173,P.S. 173 Fresh Meadows,Elementary,26.0,3,3,3,3,3,3,3,3,100,3,0,3,3,0,2018_2017
26Q178,P.S./ IS 178 Holliswood,K-8,26.0,3,3,3,3,3,3,3,14,72,6,0,3,3,0,2018_2017
26Q186,P.S. 186 Castlewood,Elementary,26.0,3,3,3,3,3,3,3,3,0,17,0,3,3,0,2018_2017
26Q188,P.S. 188 Kingsbury,Elementary,26.0,3,3,3,3,3,3,3,19,43,10,0,3,3,0,2018_2017
26Q191,P.S. 191 Mayflower,Elementary,26.0,3,3,3,3,3,3,3,8,3,6,0,3,3,0,2018_2017
26Q203,P.S. 203 Oakland Gardens,Elementary,26.0,3,3,3,3,3,3,3,71,16,3,0,3,3,0,2018_2017
26Q205,P.S. 205 Alexander Graham Bell,Elementary,26.0,3,3,3,3,3,3,3,115,7,39,0,3,3,0,2018_2017
26Q213,P.S. 213 The Carl Ullman School,Elementary,26.0,3,3,3,3,3,3,3,60,3,14,0,3,3,0,2018_2017
26Q221,P.S. 221 The North Hills School,Elementary,26.0,3,3,3,3,3,3,3,121,35,22,0,3,3,0,2018_2017
26Q266,P.S./I.S. 266,K-8,26.0,3,3,3,3,3,3,3,28,3,22,0,3,3,0,2018_2017
26Q376,P.S. 376,Elementary,26.0,3,3,3,3,3,3,3,55,11,6,0,3,3,0,2018_2017
27Q045,P.S. 045 Clarence Witherspoon,Elementary,27.0,3,3,3,3,3,3,3,15,9,13,0,3,3,0,2018_2017
27Q047,P.S. 047 Chris Galas,K-8,27.0,3,3,3,3,3,3,3,0,0,3,0,3,3,0,2018_2017
27Q051,P.S. 051,Early Childhood,27.0,3,3,3,3,3,3,3,3,3,0,0,3,3,0,2018_2017
27Q056,P.S. 056 Harry Eichler,Elementary,27.0,3,3,3,3,3,3,3,20,3,15,0,3,3,0,2018_2017
27Q060,P.S. 060 Woodhaven,Elementary,27.0,3,3,3,3,3,3,3,25,15,21,0,3,3,0,2018_2017
27Q062,P. S. 62 - Chester Park School,Elementary,27.0,3,3,3,3,3,3,3,14,0,3,0,3,3,0,2018_2017
27Q063,P.S. 063 Old South,Elementary,27.0,3,3,3,3,3,3,3,6,0,0,0,3,3,0,2018_2017
27Q064,P.S. 064 Joseph P. Addabbo,Elementary,27.0,3,3,3,3,3,3,3,183,3,28,0,3,3,0,2018_2017
27Q096,P.S. 096,Elementary,27.0,3,3,3,3,3,3,3,12,3,9,0,3,3,0,2018_2017
27Q097,P.S. 097 Forest Park,Elementary,27.0,3,3,3,3,3,3,3,14,90,16,0,3,3,0,2018_2017
27Q100,P.S. 100 Glen Morris,Elementary,27.0,3,3,3,3,3,3,3,13,3,3,0,3,3,0,2018_2017
27Q106,Lighthouse Elementary School,Elementary,27.0,3,3,3,3,3,3,3,0,0,0,0,3,3,0,2018_2017
27Q108,P.S. 108 Captain Vincent G. Fowler,Elementary,27.0,3,3,3,3,3,3,3,25,3,0,0,3,3,0,2018_2017
27Q114,P.S./M.S. 114 Belle Harbor,K-8,27.0,3,3,3,3,3,3,3,0,3,0,0,3,3,0,2018_2017
27Q123,P.S. 123,Elementary,27.0,3,3,3,3,3,3,3,0,0,0,0,3,3,0,2018_2017
27Q124,P.S. 124 Osmond A Church,K-8,27.0,3,3,3,3,3,3,3,6,0,3,0,3,3,0,2018_2017
27Q146,P.S. 146 Howard Beach,K-8,27.0,3,3,3,3,3,3,3,39,3,8,0,3,3,0,2018_2017
27Q155,P.S. 155,Elementary,27.0,3,3,3,3,3,3,3,49,3,3,0,3,3,0,2018_2017
27Q210,J.H.S. 210 Elizabeth Blackwell,Junior High-Intermediate-Middle,27.0,3,3,3,3,3,3,3,59,3,17,0,3,3,0,2018_2017
27Q223,P.S. 223 Lyndon B. Johnson,Elementary,27.0,3,3,3,3,3,3,3,54,3,7,0,3,3,0,2018_2017
27Q253,P.S. 253,Elementary,27.0,3,3,3,3,3,3,3,0,0,0,0,3,3,0,2018_2017
27Q254,P.S. 254 - The Rosa Parks School,Elementary,27.0,3,3,3,3,3,3,3,0,0,0,0,3,3,0,2018_2017
27Q273,P.S. 273,Elementary,27.0,3,3,3,3,3,3,3,16,0,3,0,3,3,0,2018_2017
27Q282,Knowledge and Power Preparatory Academy VI,Junior High-Intermediate-Middle,27.0,3,3,3,3,3,3,3,123,0,25,0,3,3,0,2018_2017
27Q297,Hawtree Creek Middle School,Junior High-Intermediate-Middle,27.0,3,3,3,3,3,3,3,47,0,18,0,3,3,0,2018_2017
27Q316,Queens Explorers Elementary School,Elementary,27.0,3,3,3,3,3,3,3,0,0,0,0,3,3,0,2018_2017
27Q317,Waterside Children's Studio School,Elementary,27.0,3,3,3,3,3,3,3,0,3,3,0,3,3,0,2018_2017
27Q334,Epic High School - North,High school,27.0,3,3,3,3,3,3,3,3,10,3,0,3,3,0,2018_2017
27Q362,Wave Preparatory Elementary School,Elementary,27.0,3,3,3,3,3,3,3,0,0,0,0,3,3,0,2018_2017
27Q377,P.S. 377,Elementary,27.0,3,3,3,3,3,3,3,12,11,7,0,3,3,0,2018_2017
27Q475,Richmond Hill High School,High school,27.0,3,3,3,3,3,3,3,3,3,0,0,3,3,0,2018_2017
27Q487,John Adams Yabc,High school,27.0,3,3,3,3,3,3,3,3,0,0,0,3,3,0,2018_2017
27Q905,John Adams Evening Hs M/W,Ungraded,27.0,3,3,3,3,3,3,3,0,3,0,0,3,3,0,2018_2017
28Q040,P.S. 040 Samuel Huntington,Elementary,28.0,3,3,3,3,3,3,3,0,0,0,0,3,3,0,2018_2017
28Q048,P.S. 048 William Wordsworth,Elementary,28.0,3,3,3,3,3,3,3,0,3,3,0,3,3,0,2018_2017
28Q050,P.S. 050 Talfourd Lawn Elementary School,Elementary,28.0,3,3,3,3,3,3,3,3,9,3,0,3,3,0,2018_2017
28Q054,P.S. 054 Hillside,Elementary,28.0,3,3,3,3,3,3,3,3,3,0,0,3,3,0,2018_2017
28Q055,P.S. 055 Maure,Elementary,28.0,3,3,3,3,3,3,3,9,0,17,0,3,3,0,2018_2017
28Q082,P.S. 082 Hammond,Elementary,28.0,3,3,3,3,3,3,3,3,3,0,0,3,3,0,2018_2017
28Q086,P.S. Q086,Elementary,28.0,3,3,3,3,3,3,3,3,3,0,0,3,3,0,2018_2017
28Q099,P.S. 099 Kew Gardens,Elementary,28.0,3,3,3,3,3,3,3,18,3,12,0,3,3,0,2018_2017
28Q101,P.S. 101 School in the Gardens,Elementary,28.0,3,3,3,3,3,3,3,6,3,8,0,3,3,0,2018_2017
28Q117,P.S. 117 J. Keld / Briarwood School,Elementary,28.0,3,3,3,3,3,3,3,0,3,0,0,3,3,0,2018_2017
28Q121,P.S. 121 Queens,Elementary,28.0,3,3,3,3,3,3,3,6,58,17,0,3,3,0,2018_2017
28Q139,P.S. 139 Rego Park,Elementary,28.0,3,3,3,3,3,3,3,3,0,3,0,3,3,0,2018_2017
28Q140,P.S. 140 Edward K Ellington,Elementary,28.0,3,3,3,3,3,3,3,3,0,6,0,3,3,0,2018_2017
28Q144,P.S. 144 Col Jeromus Remsen,Elementary,28.0,3,3,3,3,3,3,3,0,0,3,0,3,3,0,2018_2017
28Q160,P.S. 160 Walter Francis Bishop,Elementary,28.0,3,3,3,3,3,3,3,7,6,3,0,3,3,0,2018_2017
28Q161,P.S. 161 Arthur Ashe School,Elementary,28.0,3,3,3,3,3,3,3,3,0,0,0,3,3,0,2018_2017
28Q174,P.S. 174 William Sidney Mount,Elementary,28.0,3,3,3,3,3,3,3,18,3,36,0,3,3,0,2018_2017
28Q182,P.S. 182 Samantha Smith,Elementary,28.0,3,3,3,3,3,3,3,15,3,11,0,3,3,0,2018_2017
28Q196,P.S. 196 Grand Central Parkway,Elementary,28.0,3,3,3,3,3,3,3,3,3,3,0,3,3,0,2018_2017
28Q206,P.S. 206 The Horace Harding School,Elementary,28.0,3,3,3,3,3,3,3,11,0,9,0,3,3,0,2018_2017
28Q220,P.S. 220 Edward Mandel,Elementary,28.0,3,3,3,3,3,3,3,57,0,33,0,3,3,0,2018_2017
28Q303,The Academy for Excellence through the Arts,Early Childhood,28.0,3,3,3,3,3,3,3,13,0,3,0,3,3,0,2018_2017
28Q312,Jamaica Children's School,Elementary,28.0,3,3,3,3,3,3,3,57,10,12,0,3,3,0,2018_2017
28Q325,Hillside Arts & Letters Academy,High school,28.0,3,3,3,3,3,3,3,3,3,3,0,3,3,0,2018_2017
28Q328,High School for Community Leadership,High school,28.0,3,3,3,3,3,3,3,3,0,16,0,3,3,0,2018_2017
28Q332,Redwood Middle School,Junior High-Intermediate-Middle,28.0,3,3,3,3,3,3,3,7,0,14,0,3,3,0,2018_2017
28Q335,The Ezra Jack Keats Pre-K Center,District Pre-K Center,28.0,3,3,3,3,3,3,3,3,0,3,0,3,3,0,2018_2017
28Q338,Queens Satellite High School for Opportunity,High school,28.0,3,3,3,3,3,3,3,18,0,10,0,3,3,0,2018_2017
28Q349,The Queens School for Leadership and Excellence,Elementary,28.0,3,3,3,3,3,3,3,6,0,10,0,3,3,0,2018_2017
28Q354,The Jermaine L. Green STEM Institute of Queens,Elementary,28.0,3,3,3,3,3,3,3,107,3,23,0,3,3,0,2018_2017
28Q505,Hillcrest High School,High school,28.0,3,3,3,3,3,3,3,17,0,10,0,3,3,0,2018_2017
28Q903,Jamaica Evening High School M/,Ungraded,28.0,3,3,3,3,3,3,3,0,0,0,0,3,3,0,2018_2017
28Q904,Jamaica Evening High School T/,Ungraded,28.0,3,3,3,3,3,3,3,63,0,28,0,3,3,0,2018_2017
29Q015,P.S. 015 Jackie Robinson,Elementary,29.0,3,3,3,3,3,3,3,17,0,3,0,3,3,0,2018_2017
29Q033,P.S. 033 Edward M. Funk,Elementary,29.0,3,3,3,3,3,3,3,7,3,3,0,3,3,0,2018_2017
29Q034,P.S. 034 John Harvard,Elementary,29.0,3,3,3,3,3,3,3,0,0,0,0,3,3,0,2018_2017
29Q036,P.S. 036 Saint Albans School,Elementary,29.0,3,3,3,3,3,3,3,0,0,0,0,3,3,0,2018_2017
29Q037,Cynthia Jenkins School,Elementary,29.0,3,3,3,3,3,3,3,0,0,0,0,3,3,0,2018_2017
29Q038,P.S. 038 Rosedale,Elementary,29.0,3,3,3,3,3,3,3,0,0,3,0,3,3,0,2018_2017
29Q052,P.S. 052 Queens,Elementary,29.0,3,3,3,3,3,3,3,0,0,3,0,3,3,0,2018_2017
29Q095,P.S. 095 Eastwood,Elementary,29.0,3,3,3,3,3,3,3,0,3,0,0,3,3,0,2018_2017
29Q131,P.S. 131 Abigail Adams,Elementary,29.0,3,3,3,3,3,3,3,3,0,3,0,3,3,0,2018_2017
29Q132,P.S. 132 Ralph Bunche,Elementary,29.0,3,3,3,3,3,3,3,0,0,0,0,3,3,0,2018_2017
29Q134,P.S. 134 Hollis,Elementary,29.0,3,3,3,3,3,3,3,3,7,0,0,3,3,0,2018_2017
29Q135,The Bellaire School,Elementary,29.0,3,3,3,3,3,3,3,17,13,9,0,3,3,0,2018_2017
29Q136,P.S. 136 Roy Wilkins,Elementary,29.0,3,3,3,3,3,3,3,3,0,3,0,3,3,0,2018_2017
29Q138,P.S./M.S. 138 Sunrise,K-8,29.0,3,3,3,3,3,3,3,40,10,6,0,3,3,0,2018_2017
29Q147,P.S./M.S. 147 Ronald McNair,K-8,29.0,3,3,3,3,3,3,3,3,7,3,0,3,3,0,2018_2017
29Q156,P.S. 156 Laurelton,Elementary,29.0,3,3,3,3,3,3,3,0,0,0,0,3,3,0,2018_2017
29Q176,P.S. 176 Cambria Heights,Elementary,29.0,3,3,3,3,3,3,3,0,0,0,0,3,3,0,2018_2017
29Q181,P.S. 181 Brookfield,Elementary,29.0,3,3,3,3,3,3,3,30,16,14,0,3,3,0,2018_2017
29Q192,I.S. 192 The Linden,Junior High-Intermediate-Middle,29.0,3,3,3,3,3,3,3,9,22,3,0,3,3,0,2018_2017
29Q195,P.S. 195 William Haberle,Elementary,29.0,3,3,3,3,3,3,3,3,0,0,0,3,3,0,2018_2017
29Q208,P.S./I.S. 208,K-8,29.0,3,3,3,3,3,3,3,8,0,7,0,3,3,0,2018_2017
29Q251,P.S. 251 Queens,Elementary,29.0,3,3,3,3,3,3,3,3,0,3,0,3,3,0,2018_2017
29Q268,P.S./I.S. 268,K-8,29.0,3,3,3,3,3,3,3,3,7,3,0,3,3,0,2018_2017
29Q270,The Gordon Parks School,K-8,29.0,3,3,3,3,3,3,3,0,13,3,0,3,3,0,2018_2017
29Q289,Queens United Middle School,Junior High-Intermediate-Middle,29.0,3,3,3,3,3,3,3,3,0,0,0,3,3,0,2018_2017
29Q295,P.S./I.S. 295,K-8,29.0,3,3,3,3,3,3,3,86,72,38,0,3,3,0,2018_2017
29Q326,Cambria Heights Academy,High school,29.0,3,3,3,3,3,3,3,0,0,0,0,3,3,0,2018_2017
29Q360,P.S. 360,Elementary,29.0,3,3,3,3,3,3,3,3,16,3,0,3,3,0,2018_2017
29Q381,District 29 Pre-K Center,District Pre-K Center,29.0,3,3,3,3,3,3,3,3,11,0,0,3,3,0,2018_2017
30Q002,P.S. 002 Alfred Zimberg,Elementary,30.0,3,3,3,3,3,3,3,7,3,9,0,3,3,0,2018_2017
30Q011,P.S. 011 Kathryn Phelan,Elementary,30.0,3,3,3,3,3,3,3,17,3,10,0,3,3,0,2018_2017
30Q017,P.S. 017 Henry David Thoreau,Elementary,30.0,3,3,3,3,3,3,3,56,0,18,0,3,3,0,2018_2017
30Q069,P.S. 069 Jackson Heights,Elementary,30.0,3,3,3,3,3,3,3,11,0,10,0,3,3,0,2018_2017
30Q070,P.S. 070,Elementary,30.0,3,3,3,3,3,3,3,105,0,6,0,3,3,0,2018_2017
30Q076,P.S. 076 William Hallet,Elementary,30.0,3,3,3,3,3,3,3,35,3,3,0,3,3,0,2018_2017
30Q078,P.S./I.S. 78Q,K-8,30.0,3,3,3,3,3,3,3,50,3,12,0,3,3,0,2018_2017
30Q084,P.S. 084 Steinway,Elementary,30.0,3,3,3,3,3,3,3,39,3,3,0,3,3,0,2018_2017
30Q085,P.S. 085 Judge Charles Vallone,Elementary,30.0,3,3,3,3,3,3,3,11,0,0,0,3,3,0,2018_2017
30Q092,P.S. 092 Harry T. Stewart Sr.,Elementary,30.0,3,3,3,3,3,3,3,6,3,8,0,3,3,0,2018_2017
30Q111,P.S. 111 Jacob Blackwell,K-8,30.0,3,3,3,3,3,3,3,108,10,42,0,13,8,0,2018_2017
30Q112,P.S. 112 Dutch Kills,Elementary,30.0,3,3,3,3,3,3,3,32,31,10,0,3,3,0,2018_2017
30Q122,P.S. 122 Mamie Fay,K-8,30.0,3,3,3,3,3,3,3,30,0,3,0,3,3,0,2018_2017
30Q148,P.S. 148 Queens,Elementary,30.0,3,3,3,3,3,3,3,21,3,7,0,3,3,0,2018_2017
30Q149,P.S. 149 Christa Mcauliffe,Elementary,30.0,3,3,3,3,3,3,3,0,0,0,0,3,3,0,2018_2017
30Q150,P.S. 150 Queens,Elementary,30.0,3,3,3,3,3,3,3,3,3,3,0,3,3,0,2018_2017
30Q151,P.S. 151 Mary D. Carter,Elementary,30.0,3,3,3,3,3,3,3,0,3,0,0,3,3,0,2018_2017
30Q152,P.S. 152 Gwendoline N. Alleyne School,Elementary,30.0,3,3,3,3,3,3,3,6,27,3,0,3,3,0,2018_2017
30Q166,P.S. 166 Henry Gradstein,Elementary,30.0,3,3,3,3,3,3,3,3,0,0,0,3,3,0,2018_2017
30Q171,P.S. 171 Peter G. Van Alst,Elementary,30.0,3,3,3,3,3,3,3,3,18,0,0,3,3,0,2018_2017
30Q212,P.S. 212,Elementary,30.0,3,3,3,3,3,3,3,3,39,0,0,3,3,0,2018_2017
30Q222,P.S. Q222 - Fire Fighter Christopher A. Santora Sc,Early Childhood,30.0,3,3,3,3,3,3,3,0,7,3,0,3,3,0,2018_2017
30Q228,P.S. 228 Early Childhood Magnet School of the Arts,Early Childhood,30.0,3,3,3,3,3,3,3,3,3,0,0,3,3,0,2018_2017
30Q234,P.S. 234,Elementary,30.0,3,3,3,3,3,3,3,15,3,16,0,3,3,0,2018_2017
30Q258,Energy Tech High School,High school,30.0,3,3,3,3,3,3,3,0,6,0,0,3,3,0,2018_2017
30Q280,P.S. 280,Elementary,30.0,3,3,3,3,3,3,3,7,13,6,0,3,3,0,2018_2017
30Q286,"Young Women's Leadership School, Astoria",Secondary School,30.0,3,3,3,3,3,3,3,8,19,3,0,3,3,0,2018_2017
30Q291,Hunters Point Community Middle School,Junior High-Intermediate-Middle,30.0,3,3,3,3,3,3,3,0,0,0,0,3,3,0,2018_2017
30Q300,The 30th Avenue School (G&T Citywide),K-8,30.0,3,3,3,3,3,3,3,0,3,0,0,3,3,0,2018_2017
30Q301,Academy for Careers in Television and Film,High school,30.0,3,3,3,3,3,3,3,0,3,0,0,3,3,0,2018_2017
30Q329,East Elmhurst Community School,Elementary,30.0,3,3,3,3,3,3,3,10,3,0,0,3,3,0,2018_2017
30Q361,The Woodside Community School,Elementary,30.0,3,3,3,3,3,3,3,0,0,0,0,3,3,0,2018_2017
30Q389,District 30 Pre-K Center,District Pre-K Center,30.0,3,3,3,3,3,3,3,3,3,15,0,3,3,0,2018_2017
31R001,P.S. 001 Tottenville,Elementary,31.0,3,3,3,3,3,3,3,0,0,0,0,3,3,0,2018_2017
31R003,P.S. 003 The Margaret Gioiosa School,Elementary,31.0,3,3,3,3,3,3,3,0,0,0,0,3,3,0,2018_2017
31R004,P.S. 004 Maurice Wollin,Elementary,31.0,3,3,3,3,3,3,3,6,7,3,0,3,3,0,2018_2017
31R005,P.S. 005 Huguenot,Elementary,31.0,3,3,3,3,3,3,3,0,0,3,0,3,3,0,2018_2017
31R008,P.S. 8 Shirlee Solomon,Elementary,31.0,3,3,3,3,3,3,3,0,3,0,0,3,3,0,2018_2017
31R009,Naples Street Elementary School,Elementary,31.0,3,3,3,3,3,3,3,3,0,0,0,3,3,0,2018_2017
31R011,P.S. 11 Thomas Dongan School,Elementary,31.0,3,3,3,3,3,3,3,0,0,0,0,3,3,0,2018_2017
31R013,P.S. 013 M. L. Lindemeyer,Elementary,31.0,3,3,3,3,3,3,3,0,3,0,0,3,3,0,2018_2017
31R016,P.S. 016 John J. Driscoll,Elementary,31.0,3,3,3,3,3,3,3,0,0,0,0,3,3,0,2018_2017
31R019,P.S. 019 The Curtis School,Elementary,31.0,3,3,3,3,3,3,3,32,0,17,0,3,3,0,2018_2017
31R020,P.S. 020 Port Richmond,Elementary,31.0,3,3,3,3,3,3,3,25,3,3,0,3,3,0,2018_2017
31R022,P.S. 022 Graniteville,Elementary,31.0,3,3,3,3,3,3,3,10,19,3,0,3,3,0,2018_2017
31R024,I.S. 024 Myra S. Barnes,Junior High-Intermediate-Middle,31.0,3,3,3,3,3,3,3,0,0,0,0,3,3,0,2018_2017
31R026,P.S. 026 The Carteret School,Elementary,31.0,3,3,3,3,3,3,3,3,3,3,0,3,3,0,2018_2017
31R030,P.S. 030 Westerleigh,Elementary,31.0,3,3,3,3,3,3,3,15,35,16,0,3,3,0,2018_2017
31R031,P.S. 031 William T. Davis,Elementary,31.0,3,3,3,3,3,3,3,11,0,15,0,3,3,0,2018_2017
31R032,P.S. 032 The Gifford School,Elementary,31.0,3,3,3,3,3,3,3,14,0,3,0,3,3,0,2018_2017
31R035,P.S. 35 The Clove Valley School,Elementary,31.0,3,3,3,3,3,3,3,3,6,3,0,3,3,0,2018_2017
31R036,P.S. 036 J. C. Drumgoole,Elementary,31.0,3,3,3,3,3,3,3,3,0,3,0,3,3,0,2018_2017
31R038,P.S. 038 George Cromwell,Elementary,31.0,3,3,3,3,3,3,3,0,3,0,0,3,3,0,2018_2017
31R039,P.S. 39 Francis J. Murphy Jr.,Elementary,31.0,3,3,3,3,3,3,3,3,0,13,0,3,3,0,2018_2017
31R041,The Stephanie A. Vierno School,Elementary,31.0,3,3,3,3,3,3,3,0,0,0,0,3,3,0,2018_2017
31R042,P.S. 042 Eltingville,Elementary,31.0,3,3,3,3,3,3,3,0,0,9,0,3,3,0,2018_2017
31R045,P.S. 045 John Tyler,Elementary,31.0,3,3,3,3,3,3,3,67,3,13,0,3,3,0,2018_2017
31R046,P.S. 046 Albert V. Maniscalco,Elementary,31.0,3,3,3,3,3,3,3,58,0,21,0,3,3,0,2018_2017
31R047,CSI High School for International Studies,High school,31.0,3,3,3,3,3,3,3,3,12,7,0,3,3,0,2018_2017
31R050,P.S. 050 Frank Hankinson,Elementary,31.0,3,3,3,3,3,3,3,10,3,0,0,3,3,0,2018_2017
31R052,P.S. 052 John C. Thompson,Elementary,31.0,3,3,3,3,3,3,3,12,0,10,0,3,3,0,2018_2017
31R053,The Barbara Esselborn School,Elementary,31.0,3,3,3,3,3,3,3,0,0,0,0,3,3,0,2018_2017
31R054,P.S. 054 Charles W. Leng,Elementary,31.0,3,3,3,3,3,3,3,51,0,3,0,3,3,0,2018_2017
31R055,P.S. 055 Henry M. Boehm,Elementary,31.0,3,3,3,3,3,3,3,8,3,14,0,3,3,0,2018_2017
31R056,P.S. 56 The Louis Desario School,Elementary,31.0,3,3,3,3,3,3,3,0,0,0,0,3,3,0,2018_2017
31R057,P.S. 057 Hubert H. Humphrey,Elementary,31.0,3,3,3,3,3,3,3,3,0,3,0,3,3,0,2018_2017
31R058,Space Shuttle Columbia School,Elementary,31.0,3,3,3,3,3,3,3,3,0,3,0,3,3,0,2018_2017
31R059,The Harbor View School,Elementary,31.0,3,3,3,3,3,3,3,0,0,0,0,3,3,0,2018_2017
31R060,P.S. 060 Alice Austen,Elementary,31.0,3,3,3,3,3,3,3,0,0,3,0,3,3,0,2018_2017
31R062,The Kathleen Grimm School for Leadership and Susta,Elementary,31.0,3,3,3,3,3,3,3,3,3,0,0,3,3,0,2018_2017
31R063,Marsh Avenue School for Expeditionary Learning,Junior High-Intermediate-Middle,31.0,3,3,3,3,3,3,3,0,0,8,0,3,3,0,2018_2017
31R065,P.S. 65 The Academy of Innovative Learning,Elementary,31.0,3,3,3,3,3,3,3,3,0,0,0,3,3,0,2018_2017
31R066,The Richmond Pre-K Center,District Pre-K Center,31.0,3,3,3,3,3,3,3,9,0,9,0,3,3,0,2018_2017
31R068,Port Richmond School for Visionary Learning,Elementary,31.0,3,3,3,3,3,3,3,3,3,3,0,3,3,0,2018_2017
31R069,P.S. 069 Daniel D. Tompkins,Elementary,31.0,3,3,3,3,3,3,3,0,0,0,0,3,3,0,2018_2017
31R074,P.S. 74 Future Leaders Elementary School,Elementary,31.0,3,3,3,3,3,3,3,0,0,0,0,3,3,0,2018_2017
31R470,Concord High School,High school,31.0,3,3,3,3,3,3,3,10,0,7,0,3,3,0,2018_2017
31R605,Staten Island Technical High School,High school,31.0,3,3,3,3,3,3,3,3,0,15,0,3,3,0,2018_2017
31R607,Staten Island Yabc,High school,31.0,3,3,3,3,3,3,3,0,0,3,0,3,3,0,2018_2017
31R901,New Dorp Evening Hs M/W,Ungraded,31.0,3,3,3,3,3,3,3,3,13,3,0,3,3,0,2018_2017
32K045,P.S./I.S. 045 Horace E. Greene,K-8,32.0,3,3,3,3,3,3,3,78,3,48,0,3,3,0,2018_2017
32K075,P.S. 075 Mayda Cortiella,Elementary,32.0,3,3,3,3,3,3,3,43,3,23,0,3,3,0,2018_2017
32K086,P.S. 086 The Irvington,Elementary,32.0,3,3,3,3,3,3,3,19,3,3,0,3,3,0,2018_2017
32K106,P.S. 106 Edward Everett Hale,Elementary,32.0,3,3,3,3,3,3,3,3,3,0,0,3,3,0,2018_2017
32K116,P.S. 116 Elizabeth L Farrell,Elementary,32.0,3,3,3,3,3,3,3,0,0,0,0,3,3,0,2018_2017
32K123,P.S. 123 Suydam,Elementary,32.0,3,3,3,3,3,3,3,0,0,10,0,3,3,0,2018_2017
32K151,P.S. 151 Lyndon B. Johnson,Elementary,32.0,3,3,3,3,3,3,3,3,0,3,0,3,3,0,2018_2017
32K291,J.H.S. 291 Roland Hayes,Junior High-Intermediate-Middle,32.0,3,3,3,3,3,3,3,19,0,22,0,3,3,0,2018_2017
32K376,P.S. 376,Elementary,32.0,3,3,3,3,3,3,3,21,0,33,0,3,3,0,2018_2017
32K383,J.H.S. 383 Philippa Schuyler,Junior High-Intermediate-Middle,32.0,3,3,3,3,3,3,3,0,0,3,0,3,3,0,2018_2017
32K384,P.S. /I.S. 384 Frances E. Carter,K-8,32.0,3,3,3,3,3,3,3,27,36,16,0,3,3,0,2018_2017
32K545,EBC High School for Public Service - Bushwick,High school,32.0,3,3,3,3,3,3,3,3,3,0,0,3,3,0,2018_2017
