,DBN,school_name,school_type,administrative district,american indian/alaskan native removals or suspensions resulting from incidents where nypd was contacted,asian removals or suspensions resulting from incidents where nypd was contacted,black removals or suspensions resulting from incidents where nypd was contacted,hispanic removals or suspensions resulting from incidents where nypd was contacted,white removals or suspensions resulting from incidents where nypd was contacted,multi-racial removals or suspensions resulting from incidents where nypd was contacted,unknown removals or suspensions resulting from incidents where nypd was contacted,principal,removal,superintendent,expulsions,female removals or suspensions resulting from incidents where nypd was contacted,male removals or suspensions resulting from incidents where nypd was contacted,total removals or suspensions resulting from incidents where nypd was contacted
440,18K115,P.S. 115 Daniel Mucatel School,Elementary,18.0,3,3,3,3,3,3,3,68,24,7,0,3,3,0
441,18K208,P.S. 208 Elsa Ebeling,Elementary,18.0,3,3,3,3,3,3,3,7,0,3,0,3,3,0
442,18K219,P.S. 219 Kennedy-King,Elementary,18.0,3,3,3,3,3,3,3,46,6,12,0,3,3,0
443,18K233,P.S. 233 Langston Hughes,Elementary,18.0,3,3,3,3,3,3,3,3,58,3,0,3,3,0
444,18K244,P.S. 244 Richard R. Green,Elementary,18.0,3,3,3,3,3,3,3,3,6,0,0,3,3,0
445,18K268,P.S. 268 Emma Lazarus,Elementary,18.0,3,3,3,3,3,3,3,23,3,11,0,3,3,0
446,18K272,P.S. 272 Curtis Estabrook,Elementary,18.0,3,3,3,3,3,3,3,3,0,3,0,3,3,0
447,18K279,P.S. 279 Herman Schreiber,Elementary,18.0,3,3,3,3,3,3,3,7,7,3,0,3,3,0
448,18K366,The Science And Medicine Middle School,Junior High-Intermediate-Middle,18.0,3,3,3,3,3,3,3,3,0,19,0,3,3,0
449,18K566,Brooklyn Generation School,High school,18.0,3,3,3,3,3,3,3,28,3,10,0,3,3,0
450,18K569,Kurt Hahn Expeditionary Learning School,High school,18.0,3,3,3,3,3,3,3,61,24,16,0,3,3,0
451,18K576,Victory Collegiate High School,High school,18.0,3,3,3,3,3,3,3,10,0,20,0,3,3,0
452,18K578,Brooklyn Bridge Academy,High school,18.0,3,3,3,3,3,3,3,133,16,13,0,3,3,0
453,18K581,East Flatbush Community Research School,Junior High-Intermediate-Middle,18.0,3,3,3,3,3,3,3,3,3,3,0,3,3,0
454,18K763,Brooklyn Science and Engineering Academy,Junior High-Intermediate-Middle,18.0,3,3,3,3,3,3,3,7,0,6,0,3,3,0
455,18K922,South Shore Educational Complex Yabc,High school,18.0,3,3,3,3,3,3,3,7,0,14,0,3,3,0
456,19K007,P.S. 007 Abraham Lincoln,Elementary,19.0,3,3,3,3,3,3,3,46,3,9,0,3,3,0
457,19K013,P.S. 013 Roberto Clemente,Elementary,19.0,3,3,3,3,3,3,3,9,0,0,0,3,3,0
458,19K065,P.S. 065,Elementary,19.0,3,3,3,3,3,3,3,13,0,3,0,3,3,0
459,19K108,P.S. 108 Sal Abbracciamento,Elementary,19.0,3,3,3,3,3,3,3,31,3,0,0,3,3,0
460,19K158,P.S. 158 Warwick,Elementary,19.0,3,3,3,3,3,3,3,66,0,12,0,3,3,0
461,19K159,P.S. 159 Isaac Pitkin,Elementary,19.0,3,3,3,3,3,3,3,53,12,7,0,6,7,0
462,19K190,P.S. 190 Sheffield,Elementary,19.0,3,3,3,3,3,3,3,50,0,3,0,3,3,0
463,19K202,P.S. 202 Ernest S. Jenkyns,Elementary,19.0,3,3,3,3,3,3,3,8,3,3,0,3,3,0
464,19K213,P.S. 213 New Lots,Elementary,19.0,3,3,3,3,3,3,3,6,3,0,0,3,3,0
465,19K214,P.S. 214 Michael Friedsam,Elementary,19.0,3,3,3,3,3,3,3,0,0,3,0,3,3,0
466,19K273,P.S. 273 Wortman,Elementary,19.0,3,3,3,3,3,3,3,3,6,0,0,3,3,0
467,19K306,P.S. 306 Ethan Allen,Elementary,19.0,3,3,3,3,3,3,3,95,3,3,0,3,3,0
468,19K325,The Fresh Creek School,Elementary,19.0,3,3,3,3,3,3,3,13,0,15,0,3,3,0
469,19K345,P.S. 345 Patrolman Robert Bolden,Elementary,19.0,3,3,3,3,3,3,3,7,0,12,0,3,3,0
470,19K346,P.S. 346 Abe Stark,Elementary,19.0,3,3,3,3,3,3,3,0,0,3,0,3,3,0
471,19K409,East New York Family Academy,Secondary School,19.0,3,3,3,3,3,3,3,3,22,0,0,3,3,0
472,19K431,Thomas Jefferson Yabc,High school,19.0,3,3,3,3,3,3,3,25,3,3,0,3,3,0
473,19K507,Performing Arts and Technology High School,High school,19.0,3,3,3,3,3,3,3,17,3,13,0,3,3,0
474,19K557,Brooklyn Gardens Elementary School,Elementary,19.0,3,3,3,3,3,3,3,0,0,0,0,3,3,0
475,19K659,Cypress Hills Collegiate Preparatory School,High school,19.0,3,3,3,3,3,3,3,3,13,0,0,3,3,0
476,19K661,Vista Academy,Junior High-Intermediate-Middle,19.0,3,3,3,3,3,3,3,3,0,0,0,3,3,0
477,19K662,Liberty Avenue Middle School,Junior High-Intermediate-Middle,19.0,3,3,3,3,3,3,3,3,29,3,0,3,3,0
478,19K663,School of the Future Brooklyn,Junior High-Intermediate-Middle,19.0,3,3,3,3,3,3,3,12,3,3,0,3,3,0
479,20K048,P.S. 048 Mapleton,Elementary,20.0,3,3,3,3,3,3,3,6,0,3,0,3,3,0
480,20K069,P.S. 69 Vincent D. Grippo School,Elementary,20.0,3,3,3,3,3,3,3,16,12,7,0,3,3,0
481,20K102,P.S. 102 The Bayview,Elementary,20.0,3,3,3,3,3,3,3,0,3,0,0,3,3,0
482,20K105,P.S. 105 The Blythebourne,Elementary,20.0,3,3,3,3,3,3,3,0,8,3,0,3,3,0
483,20K112,P.S. 112 Lefferts Park,Elementary,20.0,3,3,3,3,3,3,3,3,14,3,0,3,3,0
484,20K127,P.S. 127 Mckinley Park,Elementary,20.0,3,3,3,3,3,3,3,0,10,3,0,3,3,0
485,20K160,P.S. 160 William T. Sampson,Elementary,20.0,3,3,3,3,3,3,3,19,12,10,0,3,3,0
486,20K164,P.S. 164 Caesar Rodney,Elementary,20.0,3,3,3,3,3,3,3,29,27,35,0,3,3,0
487,20K170,Ralph A. Fabrizio School,Elementary,20.0,3,3,3,3,3,3,3,3,22,3,0,3,3,0
488,20K176,P.S. 176 Ovington,Elementary,20.0,3,3,3,3,3,3,3,3,3,0,0,3,3,0
489,20K179,P.S. 179 Kensington,Elementary,20.0,3,3,3,3,3,3,3,0,0,0,0,3,3,0
490,20K185,P.S. 185 Walter Kassenbrock,Elementary,20.0,3,3,3,3,3,3,3,0,14,0,0,3,3,0
491,20K186,P.S. 186 Dr. Irving A Gladstone,Elementary,20.0,3,3,3,3,3,3,3,3,0,0,0,3,3,0
492,20K201,J.H.S. 201 The Dyker Heights,Junior High-Intermediate-Middle,20.0,3,3,3,3,3,3,3,0,9,0,0,3,3,0
493,20K204,P.S. 204 Vince Lombardi,Elementary,20.0,3,3,3,3,3,3,3,32,6,22,0,3,3,0
494,20K205,P.S. 205 Clarion,Elementary,20.0,3,3,3,3,3,3,3,0,3,0,0,3,3,0
495,20K229,P.S. 229 Dyker,K-8,20.0,3,3,3,3,3,3,3,6,26,3,0,3,3,0
496,20K247,P.S. 247 Brooklyn,Elementary,20.0,3,3,3,3,3,3,3,3,0,0,0,3,3,0
497,20K264,P.S. 264 Bay Ridge Elementary School For The Arts,Elementary,20.0,3,3,3,3,3,3,3,0,37,0,0,3,3,0
498,20K310,The School For Future Leaders,Elementary,20.0,3,3,3,3,3,3,3,10,105,0,0,3,3,0
499,20K485,High School of Telecommunication Arts and Technolo,High school,20.0,3,3,3,3,3,3,3,28,3,13,0,3,3,0
500,20K506,P.S. 506: The School of Journalism & Technology,Elementary,20.0,3,3,3,3,3,3,3,174,88,67,0,6,7,0
501,20K658,Franklin Delano Roosevelt YABC,High school,20.0,3,3,3,3,3,3,3,91,3,17,0,3,3,0
502,20K682,The Academy of Talented Scholars,Elementary,20.0,3,3,3,3,3,3,3,0,0,0,0,3,3,0
503,20K686,Brooklyn School of Inquiry,K-8,20.0,3,3,3,3,3,3,3,3,3,3,0,3,3,0
504,20K748,P.S. 748 Brooklyn School for Global Scholars,Elementary,20.0,3,3,3,3,3,3,3,3,3,17,0,3,3,0
505,20K768,District 20 Pre-K Center,District Pre-K Center,20.0,3,3,3,3,3,3,3,0,0,0,0,3,3,0
506,20K920,New Utrecht Evening Hs M/W,Ungraded,20.0,3,3,3,3,3,3,3,0,3,0,0,3,3,0
507,20K921,New Utrecht Evening Hs T/R,Ungraded,20.0,3,3,3,3,3,3,3,0,0,6,0,3,3,0
508,20K971,"School of Math, Science, and Healthy Living",Elementary,20.0,3,3,3,3,3,3,3,23,12,27,0,3,3,0
509,21K090,P.S. 90 Edna Cohen School,Elementary,21.0,3,3,3,3,3,3,3,0,6,3,0,3,3,0
510,21K095,P.S. 095 The Gravesend,K-8,21.0,3,3,3,3,3,3,3,12,20,3,0,3,3,0
511,21K097,P.S. 97 The Highlawn,Elementary,21.0,3,3,3,3,3,3,3,23,13,11,0,3,3,0
512,21K098,I.S. 98 Bay Academy,Junior High-Intermediate-Middle,21.0,3,3,3,3,3,3,3,22,3,9,0,3,3,0
513,21K099,P.S. 099 Isaac Asimov,K-8,21.0,3,3,3,3,3,3,3,38,7,18,0,3,3,0
514,21K100,P.S. 100 The Coney Island School,Elementary,21.0,3,3,3,3,3,3,3,3,3,0,0,3,3,0
515,21K101,P.S. 101 The Verrazano,Elementary,21.0,3,3,3,3,3,3,3,7,3,23,0,3,3,0
516,21K128,P.S. 128 Bensonhurst,Elementary,21.0,3,3,3,3,3,3,3,56,3,3,0,3,3,0
517,21K153,P.S. 153 Homecrest,Elementary,21.0,3,3,3,3,3,3,3,18,0,10,0,3,3,0
518,21K177,P.S. 177 The Marlboro,Elementary,21.0,3,3,3,3,3,3,3,3,88,3,0,3,3,0
519,21K199,P.S. 199 Frederick Wachtel,Elementary,21.0,3,3,3,3,3,3,3,13,3,3,0,3,3,0
520,21K209,P.S. 209 Margaret Mead,K-8,21.0,3,3,3,3,3,3,3,11,0,6,0,3,3,0
521,21K215,P.S. 215 Morris H. Weiss,Elementary,21.0,3,3,3,3,3,3,3,0,0,3,0,3,3,0
522,21K225,P.S. K225 - The Eileen E. Zaglin,K-8,21.0,3,3,3,3,3,3,3,3,3,3,0,3,3,0
523,21K228,I.S. 228 David A. Boody,Junior High-Intermediate-Middle,21.0,3,3,3,3,3,3,3,3,8,3,0,3,3,0
524,21K239,Mark Twain I.S. 239 for the Gifted & Talented,Junior High-Intermediate-Middle,21.0,3,3,3,3,3,3,3,29,31,10,0,3,3,0
525,21K253,P.S. 253,Elementary,21.0,3,3,3,3,3,3,3,3,13,0,0,3,3,0
526,21K329,P.S. 329 Surfside,Elementary,21.0,3,3,3,3,3,3,3,3,25,3,0,3,3,0
527,21K337,International High School at Lafayette,High school,21.0,3,3,3,3,3,3,3,0,0,3,0,3,3,0
528,21K411,Abraham Lincoln Yabc,High school,21.0,3,3,3,3,3,3,3,20,6,3,0,3,3,0
529,21K840,Brooklyn's Daily Discovery Pre-K Center,District Pre-K Center,21.0,3,3,3,3,3,3,3,3,31,3,0,3,3,0
530,22K052,P.S. 052 Sheepshead Bay,Elementary,22.0,3,3,3,3,3,3,3,22,0,20,0,3,3,0
531,22K109,P.S. 109,K-8,22.0,3,3,3,3,3,3,3,0,0,3,0,3,3,0
532,22K119,P.S. 119 Amersfort,Elementary,22.0,3,3,3,3,3,3,3,26,3,12,0,3,3,0
533,22K134,P.S. K134,Elementary,22.0,3,3,3,3,3,3,3,40,11,3,0,3,3,0
534,22K139,P.S. 139 Alexine A. Fenty,Elementary,22.0,3,3,3,3,3,3,3,0,3,0,0,3,3,0
535,22K152,School of Science & Technology,Elementary,22.0,3,3,3,3,3,3,3,7,3,18,0,3,3,0
536,22K193,P.S. 193 Gil Hodges,Elementary,22.0,3,3,3,3,3,3,3,51,36,15,0,3,3,0
537,22K195,P.S. 195 Manhattan Beach,Elementary,22.0,3,3,3,3,3,3,3,7,0,10,0,3,3,0
538,22K197,P.S. 197 - The Kings Highway Academy,Elementary,22.0,3,3,3,3,3,3,3,0,0,0,0,3,3,0
539,22K198,P.S. 198 Brooklyn,Elementary,22.0,3,3,3,3,3,3,3,3,18,0,0,3,3,0
540,22K217,P.S. 217 Colonel David Marcus School,Elementary,22.0,3,3,3,3,3,3,3,30,3,17,0,3,3,0
541,22K222,P.S. 222 Katherine R. Snyder,Elementary,22.0,3,3,3,3,3,3,3,52,45,25,0,3,3,0
542,22K236,P.S. 236 Mill Basin,Elementary,22.0,3,3,3,3,3,3,3,0,0,0,0,3,3,0
543,22K245,P.S. 245,Elementary,22.0,3,3,3,3,3,3,3,23,0,3,0,3,3,0
544,22K251,P.S. 251 Paerdegat,Elementary,22.0,3,3,3,3,3,3,3,33,9,6,0,3,3,0
545,22K269,P.S. 269 Nostrand,Elementary,22.0,3,3,3,3,3,3,3,0,0,3,0,3,3,0
546,22K277,P.S. 277 Gerritsen Beach,Elementary,22.0,3,3,3,3,3,3,3,3,0,3,0,3,3,0
547,22K312,P.S. 312 Bergen Beach,Elementary,22.0,3,3,3,3,3,3,3,23,29,6,0,3,3,0
548,22K326,P.S. 326,Early Childhood,22.0,3,3,3,3,3,3,3,26,0,6,0,3,3,0
549,22K361,P.S. 361 East Flatbush Early Childhood School,Early Childhood,22.0,3,3,3,3,3,3,3,104,3,27,0,8,15,0
550,22K381,I. S. 381,Junior High-Intermediate-Middle,22.0,3,3,3,3,3,3,3,13,3,3,0,3,3,0
551,22K853,The Joan Snow Pre-K Center,District Pre-K Center,22.0,3,3,3,3,3,3,3,17,0,12,0,3,3,0
552,22K889,P.S. 889,Elementary,22.0,3,3,3,3,3,3,3,3,0,6,0,3,3,0
553,22K890,M.S. 890,Junior High-Intermediate-Middle,22.0,3,3,3,3,3,3,3,8,25,16,0,3,3,0
554,23K150,P.S. 150 Christopher,Elementary,23.0,3,3,3,3,3,3,3,10,0,3,0,3,3,0
555,23K165,P.S. 165 Ida Posner,Elementary,23.0,3,3,3,3,3,3,3,3,3,0,0,3,3,0
556,23K284,"The Gregory Jocko Jackson School of Sports, Art, a",K-8,23.0,3,3,3,3,3,3,3,0,0,0,0,3,3,0
557,23K298,P.S. 298 Dr. Betty Shabazz,Elementary,23.0,3,3,3,3,3,3,3,10,0,3,0,3,3,0
558,23K327,P.S. 327 Dr. Rose B. English,K-8,23.0,3,3,3,3,3,3,3,0,0,0,0,3,3,0
559,23K363,Brownsville Collaborative Middle School,Junior High-Intermediate-Middle,23.0,3,3,3,3,3,3,3,39,15,11,0,3,3,0
560,23K401,Christopher Avenue Community School,Elementary,23.0,3,3,3,3,3,3,3,3,0,3,0,3,3,0
561,23K522,Mott Hall IV,Junior High-Intermediate-Middle,23.0,3,3,3,3,3,3,3,43,0,0,0,3,3,0
562,23K599,Brooklyn Landmark Elementary School,Elementary,23.0,3,3,3,3,3,3,3,0,0,3,0,3,3,0
563,23K643,Brooklyn Democracy Academy,High school,23.0,3,3,3,3,3,3,3,3,0,3,0,3,3,0
564,23K644,Eagle Academy for Young Men II,Secondary School,23.0,3,3,3,3,3,3,3,0,0,0,0,3,3,0
565,23K664,Brooklyn Environmental Exploration School (BEES),Junior High-Intermediate-Middle,23.0,3,3,3,3,3,3,3,0,0,0,0,3,3,0
566,23K668,Riverdale Avenue Middle School,Junior High-Intermediate-Middle,23.0,3,3,3,3,3,3,3,7,26,3,0,3,3,0
567,24Q007,P.S. 007 Louis F. Simeone,Early Childhood,24.0,3,3,3,3,3,3,3,10,11,3,0,3,3,0
568,24Q012,P.S. 012 James B. Colgate,Elementary,24.0,3,3,3,3,3,3,3,3,3,3,0,3,3,0
569,24Q013,P.S. 013 Clement C. Moore,Elementary,24.0,3,3,3,3,3,3,3,3,9,3,0,3,3,0
570,24Q014,P.S. 014 Fairview,Elementary,24.0,3,3,3,3,3,3,3,14,11,0,0,3,3,0
571,24Q016,P.S. Q016 The Nancy DeBenedittis School,Elementary,24.0,3,3,3,3,3,3,3,7,53,0,0,3,3,0
572,24Q019,P.S. 019 Marino Jeantet,Elementary,24.0,3,3,3,3,3,3,3,3,20,3,0,3,3,0
573,24Q028,P.S. 28 - The Thomas Emanuel Early Childhood Cente,Early Childhood,24.0,3,3,3,3,3,3,3,31,33,15,0,3,3,0
574,24Q049,P.S. 049 Dorothy Bonawit Kole,K-8,24.0,3,3,3,3,3,3,3,3,3,0,0,3,3,0
575,24Q058,P.S. 58 - The School of Heroes,Elementary,24.0,3,3,3,3,3,3,3,8,7,3,0,3,3,0
576,24Q068,P.S. 068 Cambridge,Elementary,24.0,3,3,3,3,3,3,3,0,0,0,0,3,3,0
577,24Q071,P.S. 071 Forest,Elementary,24.0,3,3,3,3,3,3,3,0,3,0,0,3,3,0
578,24Q081,P.S. 81Q Jean Paul Richter,Elementary,24.0,3,3,3,3,3,3,3,12,31,3,0,3,3,0
579,24Q088,P.S. 088 Seneca,Elementary,24.0,3,3,3,3,3,3,3,3,3,3,0,3,3,0
580,24Q089,P.S. 089 Elmhurst,Elementary,24.0,3,3,3,3,3,3,3,0,3,0,0,3,3,0
581,24Q091,P.S. 091 Richard Arkwright,Elementary,24.0,3,3,3,3,3,3,3,0,11,0,0,3,3,0
582,24Q102,P.S. 102 Bayview,K-8,24.0,3,3,3,3,3,3,3,3,0,3,0,3,3,0
583,24Q110,P.S. 110,Elementary,24.0,3,3,3,3,3,3,3,3,3,0,0,3,3,0
584,24Q143,P.S. 143 Louis Armstrong,Elementary,24.0,3,3,3,3,3,3,3,3,7,0,0,3,3,0
585,24Q199,P.S. 199 Maurice A. Fitzgerald,Elementary,24.0,3,3,3,3,3,3,3,40,139,10,0,3,3,0
586,24Q211,Elm Tree Elementary School,Elementary,24.0,3,3,3,3,3,3,3,18,3,9,0,3,3,0
587,24Q229,P.S. 229 Emanuel Kaplan,Elementary,24.0,3,3,3,3,3,3,3,13,11,0,0,3,3,0
588,24Q236,International High School for Health Sciences,High school,24.0,3,3,3,3,3,3,3,0,3,0,0,3,3,0
589,24Q239,P.S. 239,Elementary,24.0,3,3,3,3,3,3,3,3,26,0,0,3,3,0
590,24Q264,Academy of Finance and Enterprise,High school,24.0,3,3,3,3,3,3,3,6,0,0,0,3,3,0
591,24Q290,A.C.E. Academy for Scholars at the Geraldine Ferra,Elementary,24.0,3,3,3,3,3,3,3,0,18,3,0,3,3,0
592,24Q305,Learners and Leaders,Elementary,24.0,3,3,3,3,3,3,3,9,125,3,0,3,3,0
593,24Q307,Pioneer Academy,Elementary,24.0,3,3,3,3,3,3,3,24,21,10,0,3,3,0
594,24Q331,Mosaic Pre-K Center,District Pre-K Center,24.0,3,3,3,3,3,3,3,3,8,0,0,3,3,0
595,24Q343,The Children's Lab School,Elementary,24.0,3,3,3,3,3,3,3,61,12,3,0,3,3,0
596,24Q457,H.S. Arts & Business Yabc,High school,24.0,3,3,3,3,3,3,3,3,3,3,0,3,3,0
597,24Q520,Middle College High School at LaGuardia Community,High school,24.0,3,3,3,3,3,3,3,50,6,21,0,3,3,0
598,24Q530,International High School at LaGuardia Community C,High school,24.0,3,3,3,3,3,3,3,90,0,12,0,3,3,0
599,24Q560,"Robert F. Wagner, Jr. Secondary School for Arts an",Secondary School,24.0,3,3,3,3,3,3,3,129,0,8,0,3,3,0
600,24Q877,The 51 Avenue Academy (The Path To Academic Excell,Elementary,24.0,3,3,3,3,3,3,3,74,20,27,0,3,3,0
601,25Q020,P.S. 020 John Bowne,Elementary,25.0,3,3,3,3,3,3,3,12,6,59,0,3,3,0
602,25Q021,P.S. 021 Edward Hart,Elementary,25.0,3,3,3,3,3,3,3,36,3,9,0,3,3,0
603,25Q022,P.S. 022 Thomas Jefferson,Elementary,25.0,3,3,3,3,3,3,3,20,46,3,0,3,3,0
604,25Q024,P.S. 024 Andrew Jackson,Elementary,25.0,3,3,3,3,3,3,3,32,7,3,0,3,3,0
605,25Q032,P.S. 032 State Street,Elementary,25.0,3,3,3,3,3,3,3,3,0,3,0,3,3,0
606,25Q079,P.S. 079 Francis Lewis,Elementary,25.0,3,3,3,3,3,3,3,6,0,6,0,3,3,0
607,25Q120,P.S. 120 Queens,Elementary,25.0,3,3,3,3,3,3,3,0,0,0,0,3,3,0
608,25Q129,P.S. 129 Patricia Larkin,Elementary,25.0,3,3,3,3,3,3,3,70,36,42,0,3,3,0
609,25Q130,P.S. 130,Elementary,25.0,3,3,3,3,3,3,3,0,0,0,0,3,3,0
610,25Q154,P.S. 154 Queens,Elementary,25.0,3,3,3,3,3,3,3,35,0,12,0,3,3,0
611,25Q163,P.S. 163 Flushing Heights,Elementary,25.0,3,3,3,3,3,3,3,44,0,53,0,3,3,0
612,25Q164,P.S. 164 Queens Valley,K-8,25.0,3,3,3,3,3,3,3,3,3,9,0,3,3,0
613,25Q165,P.S. 165 Edith K. Bergtraum,Elementary,25.0,3,3,3,3,3,3,3,3,0,9,0,3,3,0
614,25Q184,P.S. 184 Flushing Manor,Elementary,25.0,3,3,3,3,3,3,3,0,0,0,0,3,3,0
615,25Q189,J.H.S. 189 Daniel Carter Beard,Junior High-Intermediate-Middle,25.0,3,3,3,3,3,3,3,0,3,0,0,3,3,0
616,25Q193,P.S. 193 Alfred J. Kennedy,Elementary,25.0,3,3,3,3,3,3,3,10,21,0,0,3,3,0
617,25Q200,P.S./M.S. 200 - The Pomonok School & STAR Academy,K-8,25.0,3,3,3,3,3,3,3,3,0,8,0,3,3,0
618,25Q201,P.S. 201 The Discovery School for Inquiry and Rese,Elementary,25.0,3,3,3,3,3,3,3,50,61,0,0,3,3,0
619,25Q209,P.S. 209 Clearview Gardens,Elementary,25.0,3,3,3,3,3,3,3,17,3,7,0,3,3,0
620,25Q214,P.S. 214 Cadwallader Colden,Elementary,25.0,3,3,3,3,3,3,3,67,14,10,0,3,3,0
621,25Q241,Queens High School for Language Studies,High school,25.0,3,3,3,3,3,3,3,10,7,7,0,3,3,0
622,25Q242,P.S. 242 Leonard P. Stavisky Early Childhood Schoo,Early Childhood,25.0,3,3,3,3,3,3,3,18,10,10,0,3,3,0
623,25Q244,The Active Learning Elementary School,Early Childhood,25.0,3,3,3,3,3,3,3,0,0,0,0,3,3,0
624,25Q263,Flushing International High School,High school,25.0,3,3,3,3,3,3,3,48,0,3,0,3,3,0
625,25Q281,East-West School of International Studies,Secondary School,25.0,3,3,3,3,3,3,3,24,3,22,0,7,7,0
626,25Q294,BELL Academy,Junior High-Intermediate-Middle,25.0,3,3,3,3,3,3,3,58,3,21,0,3,3,0
627,25Q409,District 25 PRE-K Center,District Pre-K Center,25.0,3,3,3,3,3,3,3,7,3,7,0,3,3,0
628,25Q467,Flushing Yabc,High school,25.0,3,3,3,3,3,3,3,12,18,31,0,3,3,0
629,25Q499,"The Queens College School for Math, Science and Te",K-8,25.0,3,3,3,3,3,3,3,3,3,0,0,3,3,0
630,25Q525,Townsend Harris High School,High school,25.0,3,3,3,3,3,3,3,0,0,0,0,3,3,0
631,25Q792,North Queens Community High School,High school,25.0,3,3,3,3,3,3,3,14,26,3,0,3,3,0
632,25Q901,Flushing Evening High Schl M/W,Ungraded,25.0,3,3,3,3,3,3,3,3,3,3,0,3,3,0
633,26Q018,P.S. 018 Winchester,Elementary,26.0,3,3,3,3,3,3,3,3,0,3,0,3,3,0
634,26Q026,P.S. 026 Rufus King,Elementary,26.0,3,3,3,3,3,3,3,3,6,0,0,3,3,0
635,26Q031,P.S. 031 Bayside,Elementary,26.0,3,3,3,3,3,3,3,0,0,3,0,3,3,0
636,26Q041,P.S. 041 Crocheron,Elementary,26.0,3,3,3,3,3,3,3,16,27,3,0,3,3,0
637,26Q046,P.S. 046 Alley Pond,Elementary,26.0,3,3,3,3,3,3,3,6,23,3,0,3,3,0
638,26Q067,J.H.S. 067 Louis Pasteur,Junior High-Intermediate-Middle,26.0,3,3,3,3,3,3,3,0,0,0,0,3,3,0
639,26Q094,P.S. 094 David D. Porter,Elementary,26.0,3,3,3,3,3,3,3,3,27,27,0,3,3,0
640,26Q098,P.S. 098 The Douglaston School,Elementary,26.0,3,3,3,3,3,3,3,3,20,12,0,3,3,0
641,26Q115,The James J. Ambrose School,Elementary,26.0,3,3,3,3,3,3,3,3,0,0,0,3,3,0
642,26Q133,P.S. 133 Queens,Elementary,26.0,3,3,3,3,3,3,3,3,68,3,0,3,3,0
643,26Q159,P.S. 159,Elementary,26.0,3,3,3,3,3,3,3,7,3,10,0,3,3,0
644,26Q162,P.S. 162 John Golden,Elementary,26.0,3,3,3,3,3,3,3,3,45,3,0,3,3,0
645,26Q173,P.S. 173 Fresh Meadows,Elementary,26.0,3,3,3,3,3,3,3,3,100,3,0,3,3,0
646,26Q178,P.S./ IS 178 Holliswood,K-8,26.0,3,3,3,3,3,3,3,14,72,6,0,3,3,0
647,26Q186,P.S. 186 Castlewood,Elementary,26.0,3,3,3,3,3,3,3,3,0,17,0,3,3,0
648,26Q188,P.S. 188 Kingsbury,Elementary,26.0,3,3,3,3,3,3,3,19,43,10,0,3,3,0
649,26Q191,P.S. 191 Mayflower,Elementary,26.0,3,3,3,3,3,3,3,8,3,6,0,3,3,0
650,26Q203,P.S. 203 Oakland Gardens,Elementary,26.0,3,3,3,3,3,3,3,71,16,3,0,3,3,0
651,26Q205,P.S. 205 Alexander Graham Bell,Elementary,26.0,3,3,3,3,3,3,3,115,7,39,0,3,3,0
652,26Q213,P.S. 213 The Carl Ullman School,Elementary,26.0,3,3,3,3,3,3,3,60,3,14,0,3,3,0
653,26Q221,P.S. 221 The North Hills School,Elementary,26.0,3,3,3,3,3,3,3,121,35,22,0,3,3,0
654,26Q266,P.S./I.S. 266,K-8,26.0,3,3,3,3,3,3,3,28,3,22,0,3,3,0
655,26Q376,P.S. 376,Elementary,26.0,3,3,3,3,3,3,3,55,11,6,0,3,3,0
656,27Q045,P.S. 045 Clarence Witherspoon,Elementary,27.0,3,3,3,3,3,3,3,15,9,13,0,3,3,0
657,27Q047,P.S. 047 Chris Galas,K-8,27.0,3,3,3,3,3,3,3,0,0,3,0,3,3,0
658,27Q051,P.S. 051,Early Childhood,27.0,3,3,3,3,3,3,3,3,3,0,0,3,3,0
659,27Q056,P.S. 056 Harry Eichler,Elementary,27.0,3,3,3,3,3,3,3,20,3,15,0,3,3,0
660,27Q060,P.S. 060 Woodhaven,Elementary,27.0,3,3,3,3,3,3,3,25,15,21,0,3,3,0
661,27Q062,P. S. 62 - Chester Park School,Elementary,27.0,3,3,3,3,3,3,3,14,0,3,0,3,3,0
662,27Q063,P.S. 063 Old South,Elementary,27.0,3,3,3,3,3,3,3,6,0,0,0,3,3,0
663,27Q064,P.S. 064 Joseph P. Addabbo,Elementary,27.0,3,3,3,3,3,3,3,183,3,28,0,3,3,0
664,27Q096,P.S. 096,Elementary,27.0,3,3,3,3,3,3,3,12,3,9,0,3,3,0
665,27Q097,P.S. 097 Forest Park,Elementary,27.0,3,3,3,3,3,3,3,14,90,16,0,3,3,0
666,27Q100,P.S. 100 Glen Morris,Elementary,27.0,3,3,3,3,3,3,3,13,3,3,0,3,3,0
667,27Q106,Lighthouse Elementary School,Elementary,27.0,3,3,3,3,3,3,3,0,0,0,0,3,3,0
668,27Q108,P.S. 108 Captain Vincent G. Fowler,Elementary,27.0,3,3,3,3,3,3,3,25,3,0,0,3,3,0
669,27Q114,P.S./M.S. 114 Belle Harbor,K-8,27.0,3,3,3,3,3,3,3,0,3,0,0,3,3,0
670,27Q123,P.S. 123,Elementary,27.0,3,3,3,3,3,3,3,0,0,0,0,3,3,0
671,27Q124,P.S. 124 Osmond A Church,K-8,27.0,3,3,3,3,3,3,3,6,0,3,0,3,3,0
672,27Q146,P.S. 146 Howard Beach,K-8,27.0,3,3,3,3,3,3,3,39,3,8,0,3,3,0
