,DBN,school_name,school_category,district_code,female,male,total_students_with_two_or_more_removals_suspensions
1196,24Q005,I.S. 5 - The Walter Crowley Intermediate School,junior high-intermediate-middle,24,7,26,33
1197,24Q007,P.S. 007 Louis F. Simeone,elementary,24,3,3,3
1198,24Q012,P.S. 012 James B. Colgate,elementary,24,3,3,3
1199,24Q013,P.S. 013 Clement C. Moore,elementary,24,3,3,3
1200,24Q014,P.S. 014 Fairview,elementary,24,3,3,3
1201,24Q016,P.S. Q016 The Nancy DeBenedittis School,elementary,24,3,3,3
1202,24Q019,P.S. 019 Marino Jeantet,elementary,24,3,3,3
1203,24Q028,P.S. 28 - The Thomas Emanuel Early Childhood Cente,early childhood,24,3,3,3
1204,24Q049,P.S. 049 Dorothy Bonawit Kole,k-8,24,3,3,3
1205,24Q058,P.S. 58 - The School of Heroes,elementary,24,3,3,3
1206,24Q061,I.S. 061 Leonardo Da Vinci,junior high-intermediate-middle,24,11,40,51
1207,24Q068,P.S. 068 Cambridge,elementary,24,3,3,3
1208,24Q071,P.S. 071 Forest,elementary,24,3,3,3
1209,24Q073,I.S. 73 - The Frank Sansivieri Intermediate School,junior high-intermediate-middle,24,3,3,59
1210,24Q077,I.S. 077,junior high-intermediate-middle,24,3,3,18
1211,24Q081,P.S. 81Q Jean Paul Richter,elementary,24,3,3,3
1212,24Q087,P.S./I.S. 087 Middle Village,k-8,24,3,3,7
1213,24Q088,P.S. 088 Seneca,elementary,24,3,3,13
1214,24Q089,P.S. 089 Elmhurst,elementary,24,3,3,3
1215,24Q091,P.S. 091 Richard Arkwright,elementary,24,3,3,3
1216,24Q093,I.S. 093 Ridgewood,junior high-intermediate-middle,24,6,32,38
1217,24Q102,P.S. 102 Bayview,k-8,24,3,3,6
1218,24Q110,P.S. 110,elementary,24,3,3,3
1219,24Q113,P.S./I.S. 113 Anthony J. Pranzo,k-8,24,3,3,3
1220,24Q119,I.S. 119 The Glendale,k-8,24,3,3,15
1221,24Q125,I.S. 125 Thom J. McCann Woodside,junior high-intermediate-middle,24,11,26,37
1222,24Q128,"P.S. 128 The Lorraine Tuzzo, Juniper Valley Elemen",k-8,24,3,3,3
1223,24Q143,P.S. 143 Louis Armstrong,elementary,24,3,3,3
1224,24Q153,P.S. 153 Maspeth Elem,elementary,24,3,3,3
1225,24Q199,P.S. 199 Maurice A. Fitzgerald,elementary,24,3,3,3
1226,24Q211,Elm Tree Elementary School,elementary,24,3,3,3
1227,24Q229,P.S. 229 Emanuel Kaplan,elementary,24,3,3,3
1228,24Q236,International High School for Health Sciences,high school,24,3,3,3
1229,24Q239,P.S. 239,elementary,24,3,3,3
1230,24Q264,Academy of Finance and Enterprise,high school,24,3,3,3
1231,24Q267,High School of Applied Communication,high school,24,3,3,3
1232,24Q290,A.C.E. Academy for Scholars at the Geraldine Ferra,elementary,24,3,3,3
1233,24Q293,Civic Leadership Academy,high school,24,3,3,3
1234,24Q296,Pan American International High School,high school,24,3,3,3
1235,24Q299,Bard High School Early College Queens,high school,24,3,3,3
1236,24Q305,Learners and Leaders,elementary,24,3,3,3
1237,24Q307,Pioneer Academy,elementary,24,3,3,3
1238,24Q311,Corona Arts and Sciences Academy,junior high-intermediate-middle,24,3,3,3
1239,24Q330,P.S. 330,elementary,24,3,3,3
1240,24Q331,Mosaic Pre-K Center,district pre-k center,24,3,3,3
1241,24Q343,The Children's Lab School,elementary,24,3,3,3
1242,24Q444,Home Schooling,central-hq-citywide,24,3,3,3
1243,24Q455,Newtown High School,high school,24,3,3,3
1244,24Q457,H.S. Arts & Business Yabc,high school,24,3,3,3
1245,24Q485,Grover Cleveland High School,high school,24,11,28,39
1246,24Q520,Middle College High School at LaGuardia Community,high school,24,3,3,3
1247,24Q530,International High School at LaGuardia Community C,high school,24,3,3,3
1248,24Q550,High School for Arts and Business,high school,24,3,3,3
1249,24Q560,"Robert F. Wagner, Jr. Secondary School for Arts an",secondary school,24,3,3,3
1250,24Q585,Maspeth High School,high school,24,3,3,3
1251,24Q600,Queens Vocational and Technical High School,high school,24,3,3,3
1252,24Q610,Aviation Career & Technical Education High School,high school,24,3,3,3
1253,24Q744,VOYAGES Preparatory,high school,24,3,3,3
1254,24Q877,The 51 Avenue Academy (The Path To Academic Excell,elementary,24,3,3,3
1255,25Q020,P.S. 020 John Bowne,elementary,25,3,3,6
1256,25Q021,P.S. 021 Edward Hart,elementary,25,3,3,21
1257,25Q022,P.S. 022 Thomas Jefferson,elementary,25,3,3,3
1258,25Q024,P.S. 024 Andrew Jackson,elementary,25,3,3,3
1259,25Q025,I.S. 025 Adrien Block,junior high-intermediate-middle,25,3,3,3
1260,25Q029,P.S. 029 Queens,elementary,25,3,3,3
1261,25Q032,P.S. 032 State Street,elementary,25,3,3,3
1262,25Q079,P.S. 079 Francis Lewis,elementary,25,3,3,3
1263,25Q107,P.S. 107 Thomas A Dooley,elementary,25,3,3,3
1264,25Q120,P.S. 120 Queens,elementary,25,3,3,3
1265,25Q129,P.S. 129 Patricia Larkin,elementary,25,3,3,3
1266,25Q130,P.S. 130,elementary,25,3,3,3
1267,25Q154,P.S. 154 Queens,elementary,25,3,3,3
1268,25Q163,P.S. 163 Flushing Heights,elementary,25,3,3,3
1269,25Q164,P.S. 164 Queens Valley,k-8,25,3,3,3
1270,25Q165,P.S. 165 Edith K. Bergtraum,elementary,25,3,3,7
1271,25Q169,P.S. 169 Bay Terrace,elementary,25,3,3,3
1272,25Q184,P.S. 184 Flushing Manor,elementary,25,3,3,3
1273,25Q185,J.H.S. 185 Edward Bleeker,junior high-intermediate-middle,25,3,3,13
1274,25Q189,J.H.S. 189 Daniel Carter Beard,junior high-intermediate-middle,25,3,3,3
1275,25Q193,P.S. 193 Alfred J. Kennedy,elementary,25,3,3,3
1276,25Q194,J.H.S. 194 William Carr,junior high-intermediate-middle,25,3,3,21
1277,25Q200,P.S./M.S. 200 - The Pomonok School & STAR Academy,k-8,25,3,3,3
1278,25Q201,P.S. 201 The Discovery School for Inquiry and Rese,elementary,25,3,3,3
1279,25Q209,P.S. 209 Clearview Gardens,elementary,25,3,3,3
1280,25Q214,P.S. 214 Cadwallader Colden,elementary,25,3,3,3
1281,25Q219,P.S. 219 Paul Klapper,k-8,25,3,3,9
1282,25Q237,I.S. 237,junior high-intermediate-middle,25,3,3,8
1283,25Q240,Veritas Academy,high school,25,3,3,9
1284,25Q241,Queens High School for Language Studies,high school,25,3,3,3
1285,25Q242,P.S. 242 Leonard P. Stavisky Early Childhood Schoo,elementary,25,3,3,3
1286,25Q244,The Active Learning Elementary School,elementary,25,3,3,3
1287,25Q250,I.S. 250 The Robert F. Kennedy Community Middle Sc,junior high-intermediate-middle,25,3,3,11
1288,25Q252,"Queens School of Inquiry, The",secondary school,25,3,3,3
1289,25Q263,Flushing International High School,high school,25,3,3,3
1290,25Q281,East-West School of International Studies,secondary school,25,3,3,3
1291,25Q285,World Journalism Preparatory: A College Board Scho,secondary school,25,3,3,3
1292,25Q294,BELL Academy,junior high-intermediate-middle,25,3,3,3
1293,25Q409,District 25 PRE-K Center,district pre-k center,25,3,3,3
1294,25Q425,John Bowne High School,high school,25,20,47,67
1295,25Q444,Home Schooling,central-hq-citywide,25,3,3,3
1296,25Q460,Flushing High School,high school,25,6,7,13
1297,25Q467,Flushing Yabc,high school,25,3,3,3
1298,25Q499,"The Queens College School for Math, Science and Te",k-8,25,3,3,3
1299,25Q525,Townsend Harris High School,high school,25,3,3,3
1300,25Q540,Queens Academy High School,high school,25,3,3,3
1301,25Q670,Robert F. Kennedy Community High School,high school,25,3,3,3
1302,25Q792,North Queens Community High School,high school,25,3,3,3
1303,25Q901,Flushing Evening High Schl M/W,ungraded,25,3,3,3
1304,26Q018,P.S. 018 Winchester,elementary,26,3,3,3
1305,26Q026,P.S. 026 Rufus King,elementary,26,3,3,3
1306,26Q031,P.S. 031 Bayside,elementary,26,3,3,3
1307,26Q041,P.S. 041 Crocheron,elementary,26,3,3,3
1308,26Q046,P.S. 046 Alley Pond,elementary,26,3,3,3
1309,26Q067,J.H.S. 067 Louis Pasteur,junior high-intermediate-middle,26,3,3,3
1310,26Q074,J.H.S. 074 Nathaniel Hawthorne,junior high-intermediate-middle,26,3,3,3
1311,26Q094,P.S. 094 David D. Porter,elementary,26,3,3,3
1312,26Q098,P.S. 098 The Douglaston School,elementary,26,3,3,3
1313,26Q115,P.S. 115 The James J. Ambrose School,elementary,26,3,3,3
1314,26Q133,P.S. 133 Queens,elementary,26,3,3,3
1315,26Q158,M.S. 158 Marie Curie,junior high-intermediate-middle,26,3,3,3
1316,26Q159,P.S. 159,elementary,26,3,3,3
1317,26Q162,P.S. 162 John Golden,elementary,26,3,3,3
1318,26Q172,Irwin Altman Middle School 172,junior high-intermediate-middle,26,3,3,6
1319,26Q173,P.S. 173 Fresh Meadows,elementary,26,3,3,3
1320,26Q178,P.S./ IS 178 Holliswood,k-8,26,3,3,3
1321,26Q186,P.S. 186 Castlewood,elementary,26,3,3,3
1322,26Q188,P.S. 188 Kingsbury,elementary,26,3,3,3
1323,26Q191,P.S. 191 Mayflower,elementary,26,3,3,3
1324,26Q203,P.S. 203 Oakland Gardens,elementary,26,3,3,3
1325,26Q205,P.S. 205 Alexander Graham Bell,elementary,26,3,3,3
1326,26Q213,P.S. 213 The Carl Ullman School,elementary,26,3,3,3
1327,26Q216,J.H.S. 216 George J. Ryan,junior high-intermediate-middle,26,3,3,11
1328,26Q221,P.S. 221 The North Hills School,elementary,26,3,3,3
1329,26Q266,P.S./I.S. 266,k-8,26,3,3,3
1330,26Q315,Business Technology Early College High School,high school,26,3,3,7
1331,26Q415,Benjamin N. Cardozo High School,high school,26,11,38,49
1332,26Q430,Francis Lewis High School,high school,26,3,3,17
1333,26Q435,Martin Van Buren High School,high school,26,8,12,20
1334,26Q444,Home Schooling Program Csd26,central-hq-citywide,26,3,3,3
1335,26Q495,Bayside High School,high school,26,3,3,8
1336,26Q566,"Queens High School of Teaching, Liberal Arts and t",high school,26,13,23,36
1337,27Q042,P.S./M.S 042 R. Vernam,k-8,27,3,3,12
1338,27Q043,P.S. 043,k-8,27,7,7,14
1339,27Q045,P.S. 045 Clarence Witherspoon,elementary,27,3,3,3
1340,27Q047,P.S. 047 Chris Galas,k-8,27,3,3,3
1341,27Q051,P.S. 051,early childhood,27,3,3,3
1342,27Q053,M.S. 053 Brian Piccolo,junior high-intermediate-middle,27,3,3,6
1343,27Q056,P.S. 056 Harry Eichler,elementary,27,3,3,3
1344,27Q060,P.S. 060 Woodhaven,elementary,27,3,3,3
1345,27Q062,P. S. 62 - Chester Park School,elementary,27,3,3,3
1346,27Q063,P.S. 063 Old South,elementary,27,3,3,3
1347,27Q064,P.S. 064 Joseph P. Addabbo,elementary,27,3,3,3
1348,27Q065,P.S. 65 - The Raymond York Elementary School,elementary,27,3,3,3
1349,27Q066,P.S. 066 Jacqueline Kennedy Onassis,elementary,27,3,3,3
1350,27Q090,P.S. 090 Horace Mann,elementary,27,3,3,3
1351,27Q096,P.S. 096,elementary,27,3,3,3
1352,27Q097,P.S. 097 Forest Park,elementary,27,3,3,3
1353,27Q100,P.S. 100 Glen Morris,elementary,27,3,3,3
1354,27Q104,P.S. 104 The Bays Water,elementary,27,3,3,3
1355,27Q105,P.S. 105 The Bay School,k-8,27,7,22,29
1356,27Q106,P.S. 106,elementary,27,3,3,3
1357,27Q108,P.S. 108 Captain Vincent G. Fowler,elementary,27,3,3,3
1358,27Q114,P.S./M.S. 114 Belle Harbor,k-8,27,3,3,3
1359,27Q123,P.S. 123,elementary,27,3,3,3
1360,27Q124,P.S. 124 Osmond A Church,k-8,27,3,3,3
1361,27Q137,M.S. 137 America's School of Heroes,junior high-intermediate-middle,27,9,19,28
1362,27Q146,P.S. 146 Howard Beach,k-8,27,3,3,3
1363,27Q155,P.S. 155,elementary,27,3,3,3
1364,27Q183,P.S. 183 Dr. Richard R. Green,k-8,27,17,21,38
1365,27Q197,P.S. 197 The Ocean School,elementary,27,3,3,3
1366,27Q202,J.H.S. 202 Robert H. Goddard,junior high-intermediate-middle,27,3,3,11
1367,27Q207,P.S. 207 Rockwood Park,k-8,27,3,3,3
1368,27Q210,J.H.S. 210 Elizabeth Blackwell,junior high-intermediate-middle,27,3,3,10
1369,27Q223,P.S. 223 Lyndon B. Johnson,elementary,27,3,3,3
1370,27Q226,J.H.S. 226 Virgil I. Grissom,junior high-intermediate-middle,27,3,3,7
1371,27Q232,P.S. 232 Lindenwood,k-8,27,3,3,3
1372,27Q253,P.S. 253,elementary,27,3,3,3
1373,27Q254,P.S. 254 - The Rosa Parks School,elementary,27,3,3,3
1374,27Q260,Frederick Douglass Academy VI High School,high school,27,15,23,38
1375,27Q261,Voyages Prep - South Queens,high school,27,3,3,3
1376,27Q262,Channel View School for Research,secondary school,27,3,3,3
1377,27Q273,P.S. 273,elementary,27,3,3,3
1378,27Q282,Knowledge and Power Preparatory Academy VI,junior high-intermediate-middle,27,3,3,3
1379,27Q297,Hawtree Creek Middle School,junior high-intermediate-middle,27,3,3,3
1380,27Q302,"Queens High School for Information, Research, and",high school,27,3,3,11
1381,27Q306,New York City Academy for Discovery,elementary,27,3,3,3
1382,27Q308,Robert H. Goddard High School of Communication Art,high school,27,3,3,8
1383,27Q309,Academy of Medical Technology: A College Board Sch,secondary school,27,3,3,14
1384,27Q314,Epic High School - South,high school,27,3,3,3
1385,27Q316,Queens Explorers Elementary School,elementary,27,3,3,3
1386,27Q317,Waterside Children's Studio School,elementary,27,3,3,3
1387,27Q318,Waterside School For Leadership,junior high-intermediate-middle,27,3,3,10
1388,27Q319,Village Academy,junior high-intermediate-middle,27,3,3,6
1389,27Q323,Scholars' Academy,secondary school,27,3,3,3
1390,27Q324,Rockaway Park High School for Environmental Sustai,high school,27,3,3,16
1391,27Q333,Goldie Maple Academy,k-8,27,3,3,3
1392,27Q334,Epic High School - North,high school,27,3,3,3
1393,27Q336,Curious Young Learners Pre-K Center,district pre-k center,27,3,3,3
1394,27Q351,Rockaway Collegiate High School,high school,27,11,21,32
1395,27Q362,Wave Preparatory Elementary School,elementary,27,3,3,3
1396,27Q400,August Martin High School,high school,27,15,10,25
1397,27Q444,Home Schooling Dist 27q,central-hq-citywide,27,3,3,3
1398,27Q475,Richmond Hill High School,high school,27,3,3,3
1399,27Q480,John Adams High School,high school,27,3,3,8
1400,27Q487,John Adams Yabc,high school,27,3,3,3
1401,27Q650,"High School for Construction Trades, Engineering a",high school,27,3,3,3
1402,27Q905,John Adams Evening Hs M/W,ungraded,27,3,3,3
1403,28Q008,J.H.S. 008 Richard S. Grossley,junior high-intermediate-middle,28,3,3,9
1404,28Q040,P.S. 040 Samuel Huntington,elementary,28,3,3,3
1405,28Q048,P.S. 048 William Wordsworth,elementary,28,3,3,3
1406,28Q050,P.S. 050 Talfourd Lawn Elementary School,elementary,28,3,3,3
1407,28Q054,P.S. 054 Hillside,elementary,28,3,3,3
1408,28Q055,P.S. 055 Maure,elementary,28,3,3,3
1409,28Q072,Catherine & Count Basie Middle School 72,junior high-intermediate-middle,28,3,3,11
1410,28Q080,P.S. 80 The Thurgood Marshall Magnet School of Mul,elementary,28,3,3,3
1411,28Q082,P.S. 082 Hammond,elementary,28,3,3,3
1412,28Q086,P.S. Q086,elementary,28,3,3,3
1413,28Q099,P.S. 099 Kew Gardens,elementary,28,3,3,3
1414,28Q101,P.S. 101 School in the Gardens,elementary,28,3,3,3
1415,28Q117,P.S. 117 J. Keld / Briarwood School,elementary,28,3,3,3
1416,28Q121,P.S. 121 Queens,elementary,28,3,3,3
1417,28Q139,P.S. 139 Rego Park,elementary,28,3,3,3
1418,28Q140,P.S. 140 Edward K Ellington,elementary,28,3,3,3
1419,28Q144,P.S. 144 Col Jeromus Remsen,elementary,28,3,3,3
1420,28Q157,J.H.S. 157 Stephen A. Halsey,junior high-intermediate-middle,28,3,3,3
1421,28Q160,P.S. 160 Walter Francis Bishop,elementary,28,3,3,3
1422,28Q161,P.S. 161 Arthur Ashe School,elementary,28,3,3,3
1423,28Q167,Metropolitan Expeditionary Learning School,secondary school,28,3,3,9
1424,28Q174,P.S. 174 William Sidney Mount,elementary,28,3,3,3
1425,28Q175,P.S. 175 The Lynn Gross Discovery School,elementary,28,3,3,3
1426,28Q182,P.S. 182 Samantha Smith,elementary,28,3,3,7
1427,28Q190,J.H.S. 190 Russell Sage,junior high-intermediate-middle,28,3,3,34
1428,28Q196,P.S. 196 Grand Central Parkway,elementary,28,3,3,3
1429,28Q206,P.S. 206 The Horace Harding School,elementary,28,3,3,3
1430,28Q217,J.H.S. 217 Robert A. Van Wyck,junior high-intermediate-middle,28,3,3,14
1431,28Q220,P.S. 220 Edward Mandel,elementary,28,3,3,3
1432,28Q284,York Early College Academy,secondary school,28,3,3,9
1433,28Q287,The Emerson School,junior high-intermediate-middle,28,3,3,14
1434,28Q303,The Academy for Excellence through the Arts,elementary,28,3,3,3
1435,28Q310,Queens Collegiate: A College Board School,secondary school,28,8,14,22
1436,28Q312,Jamaica Children's School,elementary,28,3,3,3
1437,28Q325,Hillside Arts & Letters Academy,high school,28,3,3,3
1438,28Q328,High School for Community Leadership,high school,28,3,3,3
1439,28Q332,Redwood Middle School,junior high-intermediate-middle,28,3,3,3
1440,28Q335,District 28 Pre-K Center,district pre-k center,28,3,3,3
1441,28Q338,Queens Satellite High School for Opportunity,high school,28,3,3,3
1442,28Q349,The Queens School for Leadership and Excellence,elementary,28,3,3,3
1443,28Q350,Jamaica Gateway to the Sciences,high school,28,3,3,3
1444,28Q354,P.S. 354,elementary,28,3,3,7
1445,28Q358,M.S. 358,junior high-intermediate-middle,28,3,3,7
1446,28Q440,Forest Hills High School,high school,28,3,3,15
1447,28Q444,Home Schooling,central-hq-citywide,28,3,3,3
1448,28Q505,Hillcrest High School,high school,28,3,3,3
1449,28Q620,Thomas A. Edison Career and Technical Education Hi,high school,28,3,3,15
1450,28Q680,Queens Gateway to Health Sciences Secondary School,secondary school,28,3,3,3
1451,28Q686,Queens Metropolitan High School,high school,28,3,3,14
1452,28Q687,Queens High School for the Sciences at York Colleg,high school,28,3,3,3
1453,28Q690,High School for Law Enforcement and Public Safety,high school,28,3,3,6
1454,28Q896,"Young Women's Leadership School, Queens",secondary school,28,3,3,3
1455,28Q903,Jamaica Evening High School M/,ungraded,28,3,3,3
1456,28Q904,Jamaica Evening High School T/,ungraded,28,3,3,3
1457,29Q015,P.S. 015 Jackie Robinson,elementary,29,3,3,6
1458,29Q033,P.S. 033 Edward M. Funk,elementary,29,3,3,3
1459,29Q034,P.S. 034 John Harvard,elementary,29,3,3,3
1460,29Q035,P.S. 035 Nathaniel Woodhull,elementary,29,3,3,3
1461,29Q036,P.S. 036 Saint Albans School,elementary,29,3,3,3
1462,29Q037,Cynthia Jenkins School,elementary,29,3,3,6
1463,29Q038,P.S. 038 Rosedale,elementary,29,3,3,3
1464,29Q052,P.S. 052 Queens,elementary,29,3,3,3
1465,29Q059,I.S. 059 Springfield Gardens,junior high-intermediate-middle,29,3,3,3
1466,29Q095,P.S. 095 Eastwood,elementary,29,3,3,3
1467,29Q109,Jean Nuzzi Intermediate School,junior high-intermediate-middle,29,3,3,9
1468,29Q116,P.S./I.S. 116 William C. Hughley,k-8,29,3,3,3
1469,29Q118,P.S. 118 Lorraine Hansberry,elementary,29,3,3,3
1470,29Q131,P.S. 131 Abigail Adams,elementary,29,3,3,3
1471,29Q132,P.S. 132 Ralph Bunche,elementary,29,3,3,3
1472,29Q134,P.S. 134 Hollis,elementary,29,3,3,3
1473,29Q135,The Bellaire School,elementary,29,3,3,13
1474,29Q136,P.S. 136 Roy Wilkins,elementary,29,3,3,3
1475,29Q138,P.S./M.S. 138 Sunrise,k-8,29,3,3,3
1476,29Q147,P.S./M.S. 147 Ronald McNair,k-8,29,3,3,3
1477,29Q156,P.S. 156 Laurelton,elementary,29,3,3,3
1478,29Q176,P.S. 176 Cambria Heights,elementary,29,3,3,3
1479,29Q181,P.S. 181 Brookfield,elementary,29,3,3,3
1480,29Q192,I.S. 192 The Linden,junior high-intermediate-middle,29,3,3,6
1481,29Q195,P.S. 195 William Haberle,elementary,29,3,3,3
1482,29Q208,P.S./I.S. 208,k-8,29,3,3,3
1483,29Q238,I.S. 238 - Susan B. Anthony Academy,junior high-intermediate-middle,29,3,3,9
1484,29Q243,Institute for Health Professions at Cambria Height,high school,29,3,3,8
1485,29Q248,Queens Preparatory Academy,high school,29,15,13,28
1486,29Q251,P.S. 251 Queens,elementary,29,3,3,3
1487,29Q259,Pathways College Preparatory School: A College Boa,secondary school,29,3,3,3
1488,29Q265,Excelsior Preparatory High School,high school,29,12,7,19
1489,29Q268,P.S./I.S. 268,k-8,29,3,3,3
1490,29Q270,The Gordon Parks School,k-8,29,3,3,3
1491,29Q272,George Washington Carver High School for the Scien,high school,29,3,3,15
1492,29Q283,Preparatory Academy for Writers: A College Board S,secondary school,29,8,9,17
1493,29Q289,Queens United Middle School,junior high-intermediate-middle,29,3,3,3
1494,29Q295,P.S./I.S. 295,k-8,29,3,3,7
1495,29Q313,Benjamin Franklin High School for Finance & Inform,high school,29,3,3,15
1496,29Q326,Cambria Heights Academy,high school,29,12,14,26
1497,29Q327,Eagle Academy for Young Men III,secondary school,29,3,3,9
1498,29Q355,Collaborative Arts Middle School,junior high-intermediate-middle,29,3,3,11
1499,29Q356,Community Voices Middle School,junior high-intermediate-middle,29,3,3,6
1500,29Q360,P.S. 360,elementary,29,3,3,3
1501,29Q381,District 29 Pre-K Center,district pre-k center,29,3,3,3
1502,29Q444,Home Schooling,central-hq-citywide,29,3,3,3
1503,29Q492,"Mathematics, Science Research and Technology Magne",high school,29,3,3,3
1504,29Q494,"Law, Government and Community Service High School",high school,29,3,3,3
1505,29Q496,"Business, Computer Applications & Entrepreneurship",high school,29,3,3,3
1506,29Q498,Humanities & Arts Magnet High School,high school,29,7,6,13
1507,30Q002,P.S. 002 Alfred Zimberg,elementary,30,3,3,3
1508,30Q010,I.S. 010 Horace Greeley,junior high-intermediate-middle,30,9,22,31
1509,30Q011,P.S. 011 Kathryn Phelan,elementary,30,3,3,3
1510,30Q017,P.S. 017 Henry David Thoreau,elementary,30,3,3,3
1511,30Q069,P.S. 069 Jackson Heights,elementary,30,3,3,3
1512,30Q070,P.S. 070,elementary,30,3,3,3
1513,30Q076,P.S. 076 William Hallet,elementary,30,3,3,7
1514,30Q078,P.S./I.S. 78Q,k-8,30,3,3,3
1515,30Q084,P.S. 084 Steinway,elementary,30,3,3,3
1516,30Q085,P.S. 085 Judge Charles Vallone,elementary,30,3,3,3
1517,30Q092,P.S. 092 Harry T. Stewart Sr.,elementary,30,3,3,3
1518,30Q111,P.S. 111 Jacob Blackwell,k-8,30,3,3,7
1519,30Q112,P.S. 112 Dutch Kills,elementary,30,3,3,3
1520,30Q122,P.S. 122 Mamie Fay,k-8,30,3,3,3
1521,30Q126,Albert Shanker School for Visual and Performing Ar,junior high-intermediate-middle,30,6,31,37
1522,30Q127,P.S. 127 Aerospace Science Magnet School,k-8,30,3,3,8
1523,30Q141,I.S. 141 The Steinway,junior high-intermediate-middle,30,3,3,3
1524,30Q145,I.S. 145 Joseph Pulitzer,junior high-intermediate-middle,30,3,3,20
1525,30Q148,P.S. 148 Queens,elementary,30,3,3,3
1526,30Q149,P.S. 149 Christa Mcauliffe,elementary,30,3,3,3
1527,30Q150,P.S. 150 Queens,elementary,30,3,3,3
1528,30Q151,P.S. 151 Mary D. Carter,elementary,30,3,3,3
1529,30Q152,P.S. 152 Gwendoline N. Alleyne School,elementary,30,3,3,3
1530,30Q166,P.S. 166 Henry Gradstein,elementary,30,3,3,3
1531,30Q171,P.S. 171 Peter G. Van Alst,elementary,30,3,3,3
1532,30Q204,I.S. 204 Oliver W. Holmes,junior high-intermediate-middle,30,15,24,39
1533,30Q212,P.S. 212,elementary,30,3,3,3
1534,30Q222,P.S. Q222 - Fire Fighter Christopher A. Santora Sc,early childhood,30,3,3,3
1535,30Q227,I.S. 227 Louis Armstrong,junior high-intermediate-middle,30,3,3,6
1536,30Q228,P.S. 228 Early Childhood Magnet School of the Arts,early childhood,30,3,3,3
1537,30Q230,I.S. 230,junior high-intermediate-middle,30,3,3,3
1538,30Q234,P.S. 234,elementary,30,3,3,3
1539,30Q235,Academy for New Americans,junior high-intermediate-middle,30,3,3,3
1540,30Q258,Energy Tech High School,high school,30,3,3,3
1541,30Q280,P.S. 280,elementary,30,3,3,3
1542,30Q286,"Young Women's Leadership School, Astoria",secondary school,30,3,3,3
1543,30Q291,Hunters Point Community Middle School,junior high-intermediate-middle,30,3,3,10
1544,30Q300,The 30th Avenue School (G&T Citywide),k-8,30,3,3,3
1545,30Q301,Academy for Careers in Television and Film,high school,30,3,3,3
1546,30Q329,East Elmhurst Community School,elementary,30,3,3,3
1547,30Q361,The Woodside Community School,elementary,30,3,3,3
1548,30Q389,District 30 Pre-K Center,district pre-k center,30,3,3,3
1549,30Q444,Home Schooling,central-hq-citywide,30,3,3,3
1550,30Q445,William Cullen Bryant High School,high school,30,3,3,35
1551,30Q450,Long Island City High School,high school,30,3,3,26
1552,30Q501,Frank Sinatra School of the Arts High School,high school,30,3,3,3
1553,30Q502,Information Technology High School,high school,30,3,3,9
1554,30Q555,Newcomers High School,high school,30,3,3,3
1555,30Q575,Academy of American Studies,high school,30,3,3,3
1556,30Q580,Baccalaureate School for Global Education,secondary school,30,3,3,3
1557,31R001,P.S. 001 Tottenville,elementary,31,3,3,3
1558,31R002,I.S. R002 George L. Egbert,junior high-intermediate-middle,31,3,3,23
1559,31R003,P.S. 003 The Margaret Gioiosa School,elementary,31,3,3,6
1560,31R004,P.S. 004 Maurice Wollin,elementary,31,3,3,3
1561,31R005,P.S. 005 Huguenot,elementary,31,3,3,3
1562,31R006,P.S. 6 Corporal Allan F. Kivlehan School,elementary,31,3,3,3
1563,31R007,I.S. 007 Elias Bernstein,junior high-intermediate-middle,31,3,3,9
1564,31R008,P.S. 8 Shirlee Solomon,elementary,31,3,3,3
1565,31R009,Naples Street Elementary School,elementary,31,3,3,3
1566,31R010,Fort Hill Collaborative Elementary School,elementary,31,3,3,3
1567,31R011,P.S. 11 Thomas Dongan School,elementary,31,3,3,3
1568,31R013,P.S. 013 M. L. Lindemeyer,elementary,31,3,3,3
1569,31R016,P.S. 016 John J. Driscoll,elementary,31,7,6,13
1570,31R018,P.S. 018 John G. Whittier,elementary,31,3,3,10
1571,31R019,P.S. 019 The Curtis School,elementary,31,3,3,6
1572,31R020,P.S. 020 Port Richmond,elementary,31,3,3,3
1573,31R021,P.S. 21 Margaret Emery-Elm Park,elementary,31,3,3,3
1574,31R022,P.S. 022 Graniteville,elementary,31,3,3,18
1575,31R023,P.S. 023 Richmondtown,elementary,31,3,3,3
1576,31R024,I.S. 024 Myra S. Barnes,junior high-intermediate-middle,31,3,3,23
1577,31R026,P.S. 026 The Carteret School,elementary,31,3,3,3
1578,31R027,I.S. 027 Anning S. Prall,junior high-intermediate-middle,31,14,26,40
1579,31R028,The Eagle Academy for Young Men of Staten Island,secondary school,31,3,3,3
1580,31R029,P.S. 029 Bardwell,elementary,31,3,3,3
1581,31R030,P.S. 030 Westerleigh,elementary,31,3,3,3
1582,31R031,P.S. 031 William T. Davis,elementary,31,3,3,3
1583,31R032,P.S. 032 The Gifford School,elementary,31,3,3,3
1584,31R034,I.S. 034 Tottenville,junior high-intermediate-middle,31,3,3,3
1585,31R035,P.S. 35 The Clove Valley School,elementary,31,3,3,3
1586,31R036,P.S. 036 J. C. Drumgoole,elementary,31,3,3,3
1587,31R038,P.S. 038 George Cromwell,elementary,31,3,3,3
1588,31R039,P.S. 39 Francis J. Murphy Jr.,elementary,31,3,3,3
