,DBN,school_name,school_category,district_code,american_indian_or_alaskan_native,asian,black,hispanic,white,multi_racial,unknown
1329,28Q287,The Emerson School,junior high-intermediate-middle,28,3,3,3,3,3,3,3
1330,28Q303,The Academy for Excellence through the Arts,early childhood,28,3,3,3,3,3,3,3
1331,28Q310,Queens Collegiate: A College Board School,secondary school,28,3,3,3,3,3,3,3
1332,28Q312,Jamaica Children's School,elementary,28,3,3,3,3,3,3,3
1333,28Q325,Hillside Arts & Letters Academy,high school,28,3,3,3,3,3,3,3
1334,28Q328,High School for Community Leadership,high school,28,3,3,3,3,3,3,3
1335,28Q332,Redwood Middle School,junior high-intermediate-middle,28,3,3,3,3,3,3,3
1336,28Q338,Queens Satellite High School for Opportunity,high school,28,3,3,3,3,3,3,3
1337,28Q349,The Queens School for Leadership and Excellence,elementary,28,3,3,7,3,3,3,3
1338,28Q350,Jamaica Gateway to the Sciences,high school,28,3,3,3,3,3,3,3
1339,28Q354,The Jermaine L. Green STEM Institute of Queens,elementary,28,3,3,3,3,3,3,3
1340,28Q358,M.S. 358,junior high-intermediate-middle,28,3,3,11,3,3,3,3
1341,28Q440,Forest Hills High School,high school,28,3,3,7,10,7,3,3
1342,28Q505,Hillcrest High School,high school,28,3,3,3,3,3,3,3
1343,28Q620,Thomas A. Edison Career and Technical Education Hi,high school,28,3,3,6,3,3,3,3
1344,28Q680,Queens Gateway to Health Sciences Secondary School,secondary school,28,3,3,3,3,3,3,3
1345,28Q686,Queens Metropolitan High School,high school,28,3,3,3,9,6,3,3
1346,28Q687,Queens High School for the Sciences at York Colleg,high school,28,3,3,3,3,3,3,3
1347,28Q690,High School for Law Enforcement and Public Safety,high school,28,3,3,13,3,3,3,3
1348,28Q896,"Young Women's Leadership School, Queens",secondary school,28,3,3,3,3,3,3,3
1349,29Q015,P.S. 015 Jackie Robinson,elementary,29,3,3,3,3,3,3,3
1350,29Q033,P.S. 033 Edward M. Funk,elementary,29,3,3,3,3,3,3,3
1351,29Q034,P.S. 034 John Harvard,elementary,29,3,3,3,3,3,3,3
1352,29Q035,P.S. 035 Nathaniel Woodhull,elementary,29,3,3,3,3,3,3,3
1353,29Q036,P.S. 036 Saint Albans School,elementary,29,3,3,3,3,3,3,3
1354,29Q037,Cynthia Jenkins School,elementary,29,3,3,3,3,3,3,3
1355,29Q038,P.S. 038 Rosedale,elementary,29,3,3,3,3,3,3,3
1356,29Q052,P.S. 052 Queens,elementary,29,3,3,3,3,3,3,3
1357,29Q059,I.S. 059 Springfield Gardens,junior high-intermediate-middle,29,3,3,3,3,3,3,3
1358,29Q095,P.S. 095 Eastwood,elementary,29,3,3,3,3,3,3,3
1359,29Q109,Jean Nuzzi Intermediate School,junior high-intermediate-middle,29,3,3,11,3,3,3,3
1360,29Q116,P.S./I.S. 116 William C. Hughley,k-8,29,3,3,3,3,3,3,3
1361,29Q118,P.S. 118 Lorraine Hansberry,elementary,29,3,3,3,3,3,3,3
1362,29Q131,P.S. 131 Abigail Adams,elementary,29,3,3,3,3,3,3,3
1363,29Q132,P.S. 132 Ralph Bunche,elementary,29,3,3,3,3,3,3,3
1364,29Q134,P.S. 134 Hollis,elementary,29,3,3,3,3,3,3,3
1365,29Q135,The Bellaire School,elementary,29,3,3,7,3,3,3,3
1366,29Q136,P.S. 136 Roy Wilkins,elementary,29,3,3,3,3,3,3,3
1367,29Q138,P.S./M.S. 138 Sunrise,k-8,29,3,3,3,3,3,3,3
1368,29Q147,P.S./M.S. 147 Ronald McNair,k-8,29,3,3,9,3,3,3,3
1369,29Q156,P.S. 156 Laurelton,elementary,29,3,3,3,3,3,3,3
1370,29Q176,P.S. 176 Cambria Heights,elementary,29,3,3,3,3,3,3,3
1371,29Q181,P.S. 181 Brookfield,elementary,29,3,3,3,3,3,3,3
1372,29Q192,I.S. 192 The Linden,junior high-intermediate-middle,29,3,3,3,3,3,3,3
1373,29Q195,P.S. 195 William Haberle,elementary,29,3,3,3,3,3,3,3
1374,29Q208,P.S./I.S. 208,k-8,29,3,3,3,3,3,3,3
1375,29Q238,I.S. 238 - Susan B. Anthony Academy,junior high-intermediate-middle,29,3,3,3,6,3,3,3
1376,29Q243,Institute for Health Professions at Cambria Height,high school,29,3,3,3,3,3,3,3
1377,29Q248,Queens Preparatory Academy,high school,29,3,3,3,3,3,3,3
1378,29Q251,P.S. 251 Queens,elementary,29,3,3,16,3,3,3,3
1379,29Q259,Pathways College Preparatory School: A College Boa,secondary school,29,3,3,3,3,3,3,3
1380,29Q265,Excelsior Preparatory High School,high school,29,3,3,11,3,3,3,3
1381,29Q268,P.S./I.S. 268,k-8,29,3,3,3,3,3,3,3
1382,29Q270,The Gordon Parks School,k-8,29,3,3,3,3,3,3,3
1383,29Q272,George Washington Carver High School for the Scien,high school,29,3,3,11,3,3,3,3
1384,29Q283,Preparatory Academy for Writers: A College Board S,secondary school,29,3,3,20,3,3,3,3
1385,29Q289,Queens United Middle School,junior high-intermediate-middle,29,3,3,3,3,3,3,3
1386,29Q295,P.S./I.S. 295,k-8,29,3,3,6,3,3,3,3
1387,29Q313,Benjamin Franklin High School for Finance & Inform,high school,29,3,3,3,3,3,3,3
1388,29Q326,Cambria Heights Academy,high school,29,3,3,16,3,3,3,3
1389,29Q327,Eagle Academy for Young Men III,secondary school,29,3,3,3,3,3,3,3
1390,29Q355,Collaborative Arts Middle School,junior high-intermediate-middle,29,3,3,3,3,3,3,3
1391,29Q356,Community Voices Middle School,junior high-intermediate-middle,29,3,3,12,3,3,3,3
1392,29Q360,P.S. 360,elementary,29,3,3,3,3,3,3,3
1393,29Q492,"Mathematics, Science Research and Technology Magne",high school,29,3,3,3,3,3,3,3
1394,29Q498,Humanities & Arts Magnet High School,high school,29,3,3,14,3,3,3,3
1395,30Q002,P.S. 002 Alfred Zimberg,elementary,30,3,3,3,3,3,3,3
1396,30Q010,I.S. 010 Horace Greeley,junior high-intermediate-middle,30,3,3,7,16,6,3,3
1397,30Q011,P.S. 011 Kathryn Phelan,elementary,30,3,3,3,3,3,3,3
1398,30Q017,P.S. 017 Henry David Thoreau,elementary,30,3,3,3,3,3,3,3
1399,30Q069,P.S. 069 Jackson Heights,elementary,30,3,3,3,3,3,3,3
1400,30Q070,P.S. 070,elementary,30,3,3,3,3,3,3,3
1401,30Q076,P.S. 076 William Hallet,elementary,30,3,3,3,3,3,3,3
1402,30Q078,P.S./I.S. 78Q,k-8,30,3,3,3,3,3,3,3
1403,30Q084,P.S. 084 Steinway,elementary,30,3,3,3,3,3,3,3
1404,30Q085,P.S. 085 Judge Charles Vallone,elementary,30,3,3,3,3,3,3,3
1405,30Q092,P.S. 092 Harry T. Stewart Sr.,elementary,30,3,3,3,3,3,3,3
1406,30Q111,P.S. 111 Jacob Blackwell,k-8,30,3,3,3,3,3,3,3
1407,30Q112,P.S. 112 Dutch Kills,elementary,30,3,3,3,3,3,3,3
1408,30Q122,P.S. 122 Mamie Fay,k-8,30,3,3,3,3,3,3,3
1409,30Q126,Albert Shanker School for Visual and Performing Ar,junior high-intermediate-middle,30,3,3,3,11,3,3,3
1410,30Q127,P.S. 127 Aerospace Science Magnet School,k-8,30,3,3,3,6,3,3,3
1411,30Q141,I.S. 141 The Steinway,junior high-intermediate-middle,30,3,3,3,3,9,3,3
1412,30Q145,I.S. 145 Joseph Pulitzer,junior high-intermediate-middle,30,3,3,3,14,3,3,3
1413,30Q148,P.S. 148 Queens,elementary,30,3,3,3,3,3,3,3
1414,30Q149,P.S. 149 Christa McAuliffe,elementary,30,3,3,3,3,3,3,3
1415,30Q150,P.S. 150 Queens,elementary,30,3,3,3,3,3,3,3
1416,30Q151,P.S. 151 Mary D. Carter,elementary,30,3,3,3,3,3,3,3
1417,30Q152,P.S. 152 Gwendoline N. Alleyne School,elementary,30,3,3,3,3,3,3,3
1418,30Q166,P.S. 166 Henry Gradstein,elementary,30,3,3,3,3,3,3,3
1419,30Q171,P.S. 171 Peter G. Van Alst,elementary,30,3,3,3,3,3,3,3
1420,30Q204,I.S. 204 Oliver W. Holmes,junior high-intermediate-middle,30,3,3,13,3,3,3,3
1421,30Q212,P.S. 212,elementary,30,3,3,3,3,3,3,3
1422,30Q222,P.S. Q222 - Fire Fighter Christopher A. Santora Sc,early childhood,30,3,3,3,3,3,3,3
1423,30Q227,I.S. 227 Louis Armstrong,junior high-intermediate-middle,30,3,3,3,3,3,3,3
1424,30Q228,The Ivan Lafayette Early Childhood School of the A,early childhood,30,3,3,3,3,3,3,3
1425,30Q230,I.S. 230,junior high-intermediate-middle,30,3,3,3,3,3,3,3
1426,30Q234,P.S. 234,elementary,30,3,3,3,3,3,3,3
1427,30Q235,Academy for New Americans,junior high-intermediate-middle,30,3,3,3,3,3,3,3
1428,30Q258,Energy Tech High School,high school,30,3,3,3,3,3,3,3
1429,30Q280,P.S. 280,elementary,30,3,3,3,3,3,3,3
1430,30Q286,"Young Women's Leadership School, Astoria",secondary school,30,3,3,3,3,3,3,3
1431,30Q291,Hunters Point Community Middle School,junior high-intermediate-middle,30,3,3,3,3,3,3,3
1432,30Q300,The 30th Avenue School (G&T Citywide),k-8,30,3,3,3,3,3,3,3
1433,30Q301,Academy for Careers in Television and Film,high school,30,3,3,3,3,3,3,3
1434,30Q329,East Elmhurst Community School,elementary,30,3,3,3,3,3,3,3
1435,30Q361,The Woodside Community School,elementary,30,3,3,3,3,3,3,3
1436,30Q384,P.S. 384,elementary,30,3,3,3,3,3,3,3
1437,30Q445,William Cullen Bryant High School,high school,30,3,3,12,19,3,3,3
1438,30Q450,Long Island City High School,high school,30,3,3,7,8,3,3,3
1439,30Q501,Frank Sinatra School of the Arts High School,high school,30,3,3,3,3,3,3,3
1440,30Q502,Information Technology High School,high school,30,3,3,3,3,3,3,3
1441,30Q555,Newcomers High School,high school,30,3,3,3,3,3,3,3
1442,30Q575,Academy of American Studies,high school,30,3,3,3,3,3,3,3
1443,30Q580,Baccalaureate School for Global Education,secondary school,30,3,3,3,3,3,3,3
1444,31R001,P.S. 001 Tottenville,elementary,31,3,3,3,3,3,3,3
1445,31R002,I.S. R002 George L. Egbert,junior high-intermediate-middle,31,3,3,15,23,10,3,3
1446,31R003,P.S. 003 The Margaret Gioiosa School,elementary,31,3,3,3,3,3,3,3
1447,31R004,P.S. 004 Maurice Wollin,elementary,31,3,3,3,3,3,3,3
1448,31R005,P.S. 005 Huguenot,elementary,31,3,3,3,3,3,3,3
1449,31R006,P.S. 6 Corporal Allan F. Kivlehan School,elementary,31,3,3,3,3,3,3,3
1450,31R007,I.S. 007 Elias Bernstein,junior high-intermediate-middle,31,3,3,3,3,6,3,3
1451,31R008,P.S. 8 Shirlee Solomon,elementary,31,3,3,3,3,3,3,3
1452,31R009,Naples Street Elementary School,elementary,31,3,3,3,3,3,3,3
1453,31R010,Fort Hill Collaborative Elementary School,elementary,31,3,3,3,3,3,3,3
1454,31R011,P.S. 11 Thomas Dongan School,elementary,31,3,3,3,3,3,3,3
1455,31R013,P.S. 013 M. L. Lindemeyer,elementary,31,3,3,3,3,3,3,3
1456,31R016,P.S. 016 John J. Driscoll,elementary,31,3,3,3,3,3,3,3
1457,31R018,P.S. 018 John G. Whittier,elementary,31,3,3,12,3,3,3,3
1458,31R019,P.S. 019 The Curtis School,elementary,31,3,3,3,3,3,3,3
1459,31R020,P.S. 020 Port Richmond,elementary,31,3,3,3,3,3,3,3
1460,31R021,P.S. 21 Margaret Emery-Elm Park,elementary,31,3,3,7,3,3,3,3
1461,31R022,P.S. 022 Graniteville,elementary,31,3,3,3,3,3,3,3
1462,31R023,P.S. 023 Richmondtown,elementary,31,3,3,3,3,3,3,3
1463,31R024,I.S. 024 Myra S. Barnes,junior high-intermediate-middle,31,3,3,3,10,20,3,3
1464,31R026,P.S. 026 The Carteret School,elementary,31,3,3,3,3,3,3,3
1465,31R027,I.S. 027 Anning S. Prall,junior high-intermediate-middle,31,3,3,25,10,3,3,3
1466,31R028,The Eagle Academy for Young Men of Staten Island,secondary school,31,3,3,3,3,3,3,3
1467,31R029,P.S. 029 Bardwell,elementary,31,3,3,3,3,3,3,3
1468,31R030,P.S. 030 Westerleigh,elementary,31,3,3,3,3,3,3,3
1469,31R031,P.S. 031 William T. Davis,elementary,31,3,3,8,3,3,3,3
1470,31R032,P.S. 032 The Gifford School,elementary,31,3,3,3,3,3,3,3
1471,31R034,I.S. 034 Tottenville,junior high-intermediate-middle,31,3,3,3,3,3,3,3
1472,31R035,P.S. 35 The Clove Valley School,elementary,31,3,3,3,3,3,3,3
1473,31R036,P.S. 036 J. C. Drumgoole,elementary,31,3,3,3,3,3,3,3
1474,31R038,P.S. 038 George Cromwell,elementary,31,3,3,3,3,3,3,3
1475,31R039,P.S. 39 Francis J. Murphy Jr.,elementary,31,3,3,3,3,3,3,3
1476,31R041,The Stephanie A. Vierno School,elementary,31,3,3,3,3,3,3,3
1477,31R042,P.S. 042 Eltingville,elementary,31,3,3,3,3,3,3,3
1478,31R044,P.S. 044 Thomas C. Brown,elementary,31,3,3,8,3,3,3,3
1479,31R045,P.S. 045 John Tyler,elementary,31,3,3,3,3,3,3,3
1480,31R046,P.S. 046 Albert V. Maniscalco,elementary,31,3,3,3,3,3,3,3
1481,31R047,CSI High School for International Studies,high school,31,3,3,3,3,3,3,3
1482,31R048,P.S. 048 William G. Wilcox,k-8,31,3,3,3,3,3,3,3
1483,31R049,I.S. 49 Berta A. Dreyfus,junior high-intermediate-middle,31,3,3,8,3,3,3,3
1484,31R050,P.S. 050 Frank Hankinson,elementary,31,3,3,3,3,3,3,3
1485,31R051,I.S. 051 Edwin Markham,junior high-intermediate-middle,31,3,3,29,10,3,3,3
1486,31R052,P.S. 052 John C. Thompson,elementary,31,3,3,3,3,3,3,3
1487,31R053,The Barbara Esselborn School,elementary,31,3,3,3,3,3,3,3
1488,31R054,P.S. 054 Charles W. Leng,elementary,31,3,3,3,3,3,3,3
1489,31R055,P.S. 055 Henry M. Boehm,elementary,31,3,3,3,3,3,3,3
1490,31R056,P.S. 56 The Louis Desario School,elementary,31,3,3,3,3,3,3,3
1491,31R057,P.S. 057 Hubert H. Humphrey,elementary,31,3,3,3,3,3,3,3
1492,31R058,Space Shuttle Columbia School,elementary,31,3,3,3,3,3,3,3
1493,31R059,The Harbor View School,elementary,31,3,3,3,3,3,3,3
1494,31R060,P.S. 060 Alice Austen,elementary,31,3,3,3,3,3,3,3
1495,31R061,I.S. 061 William A Morris,junior high-intermediate-middle,31,3,3,18,3,3,3,3
1496,31R062,The Kathleen Grimm School for Leadership and Susta,elementary,31,3,3,3,3,3,3,3
1497,31R063,Marsh Avenue School for Expeditionary Learning,junior high-intermediate-middle,31,3,3,3,3,3,3,3
1498,31R064,Gaynor McCown Expeditionary Learning School,high school,31,3,3,3,3,3,3,3
1499,31R065,P.S. 65 The Academy of Innovative Learning,elementary,31,3,3,3,3,3,3,3
1500,31R068,Port Richmond School for Visionary Learning,elementary,31,3,3,3,3,3,3,3
1501,31R069,P.S. 069 Daniel D. Tompkins,elementary,31,3,3,3,3,3,3,3
1502,31R072,I.S. 072 Rocco Laurie,junior high-intermediate-middle,31,3,3,3,3,11,3,3
1503,31R074,P.S. 74 Future Leaders Elementary School,elementary,31,3,3,3,3,3,3,3
1504,31R075,I.S. 075 Frank D. Paulo,junior high-intermediate-middle,31,3,3,3,3,12,3,3
1505,31R078,P.S. 78,elementary,31,3,3,3,3,3,3,3
1506,31R080,The Michael J. Petrides School,k-12 all grades,31,3,3,3,3,3,3,3
1507,31R440,New Dorp High School,high school,31,3,3,7,3,3,3,3
1508,31R445,Port Richmond High School,high school,31,3,3,12,15,3,3,3
1509,31R450,Curtis High School,high school,31,3,3,18,9,3,3,3
1510,31R455,Tottenville High School,high school,31,3,3,3,11,26,3,3
1511,31R460,Susan E. Wagner High School,high school,31,3,3,27,16,17,3,3
1512,31R470,Concord High School,high school,31,3,3,3,3,3,3,3
1513,31R600,Ralph R. McKee Career and Technical Education High,high school,31,3,3,6,7,3,3,3
1514,31R605,Staten Island Technical High School,high school,31,3,3,3,3,3,3,3
1515,31R607,Staten Island Yabc,high school,79,3,3,3,3,3,3,3
1516,31R861,Staten Island School of Civic Leadership,k-8,31,3,3,6,3,3,3,3
1517,32K045,P.S./I.S. 045 Horace E. Greene,k-8,32,3,3,7,3,3,3,3
1518,32K075,P.S. 075 Mayda Cortiella,elementary,32,3,3,3,3,3,3,3
1519,32K086,P.S. 086 The Irvington,elementary,32,3,3,3,3,3,3,3
1520,32K106,P.S. 106 Edward Everett Hale,elementary,32,3,3,3,3,3,3,3
1521,32K116,P.S. 116 Elizabeth L Farrell,elementary,32,3,3,3,3,3,3,3
1522,32K123,P.S. 123 Suydam,elementary,32,3,3,3,3,3,3,3
1523,32K145,P.S. 145 Andrew Jackson,elementary,32,3,3,3,3,3,3,3
1524,32K151,P.S. 151 Lyndon B. Johnson,elementary,32,3,3,3,3,3,3,3
1525,32K162,J.H.S. 162 The Willoughby,junior high-intermediate-middle,32,3,3,3,3,3,3,3
1526,32K168,The Brooklyn School for Math and Research,high school,32,3,3,3,3,3,3,3
1527,32K274,P.S. 274 Kosciusko,elementary,32,3,3,3,3,3,3,3
1528,32K291,J.H.S. 291 Roland Hayes,junior high-intermediate-middle,32,3,3,3,9,3,3,3
1529,32K299,P.S. 299 Thomas Warren Field,elementary,32,3,3,3,3,3,3,3
1530,32K347,I.S. 347 School of Humanities,junior high-intermediate-middle,32,3,3,3,10,3,3,3
1531,32K349,"I.S. 349 Math, Science & Tech.",junior high-intermediate-middle,32,3,3,3,3,3,3,3
1532,32K376,P.S. 376,elementary,32,3,3,3,3,3,3,3
1533,32K377,P.S. 377 Alejandrina B. De Gautier,k-8,32,3,3,3,3,3,3,3
1534,32K383,J.H.S. 383 Philippa Schuyler,junior high-intermediate-middle,32,3,3,16,3,3,3,3
1535,32K384,P.S. /I.S. 384 Frances E. Carter,k-8,32,3,3,3,6,3,3,3
1536,32K403,Academy for Environmental Leadership,high school,32,3,3,3,3,3,3,3
1537,32K545,EBC High School for Public Service - Bushwick,high school,32,3,3,3,3,3,3,3
1538,32K549,The Brooklyn School for Social Justice,high school,32,3,3,3,3,3,3,3
1539,32K552,The Academy of Urban Planning and Engineering,high school,32,3,3,3,3,3,3,3
1540,32K554,All City Leadership Secondary School,secondary school,32,3,3,3,3,3,3,3
1541,32K556,Bushwick Leaders High School for Academic Excellen,high school,32,3,3,12,7,3,3,3
1542,32K562,Evergreen Middle School for Urban Exploration,junior high-intermediate-middle,32,3,3,3,3,3,3,3
1543,32K564,Bushwick Community High School,high school,32,3,3,3,8,3,3,3
1544,75K004,P.S. K004,elementary,75,3,3,3,3,3,3,3
1545,75K036,P.S. 36,k-12 all grades,75,3,3,3,3,3,3,3
1546,75K053,P.S. K053,k-12 all grades,75,3,3,3,3,3,3,3
1547,75K077,P.S. K077,k-12 all grades,75,3,3,3,3,3,3,3
1548,75K140,P.S. K140,k-8,75,3,3,3,3,3,3,3
1549,75K141,P.S. K141,k-12 all grades,75,3,3,3,3,3,3,3
1550,75K231,P.S. K231,k-8,75,3,3,3,3,3,3,3
1551,75K368,P.S. 368,k-12 all grades,75,3,3,3,3,3,3,3
1552,75K369,P.S. K369 - Coy L. Cox School,k-12 all grades,75,3,3,3,3,3,3,3
1553,75K370,P.S. 370,k-12 all grades,75,3,3,3,3,3,3,3
1554,75K371,P.S. 371 - Lillian L. Rashkis,high school,75,3,3,3,3,3,3,3
1555,75K372,P.S. 372 -The Children's School,k-8,75,3,3,3,3,3,3,3
1556,75K373,P.S. 373 - Brooklyn Transition Center,high school,75,3,3,3,3,3,3,3
1557,75K396,P.S. K396,k-8,75,3,3,3,3,3,3,3
1558,75K721,P.S. K721 - Brooklyn Occupational Training Center,high school,75,3,3,3,3,3,3,3
1559,75K753,P.S. K753 - School for Career Development,high school,75,3,3,3,3,3,3,3
1560,75K771,P.S. K771,k-12 all grades,75,3,3,3,3,3,3,3
1561,75K811,P.S. K811 Connie Lekas School,secondary school,75,3,3,3,3,3,3,3
1562,75M035,P.S. 035,k-12 all grades,75,3,3,3,3,3,3,3
1563,75M079,P.S. M079 - Horan School,secondary school,75,3,3,3,3,3,3,3
1564,75M094,P.S. M094,k-12 all grades,75,3,3,3,3,3,3,3
1565,75M138,P.S. 138,k-12 all grades,75,3,3,3,3,3,3,3
1566,75M169,P.S. M169 - Robert F. Kennedy,k-12 all grades,75,3,3,3,3,3,3,3
1567,75M226,P.S. M226,k-12 all grades,75,3,3,3,3,3,3,3
1568,75M721,P.S. M721 - Manhattan Occupational Training Center,secondary school,75,3,3,3,3,3,3,3
1569,75M751,Manhattan School for Career Development,high school,75,3,3,3,3,3,3,3
1570,75M811,P.S. M811 - Mickey Mantle School,k-8,75,3,3,3,3,3,3,3
1571,75Q004,P.S. Q004,k-8,75,3,3,3,3,3,3,3
1572,75Q009,P.S. 009,k-8,75,3,3,3,3,3,3,3
1573,75Q023,P.S. Q023 @ Queens Children Center,k-12 all grades,75,3,3,3,3,3,3,3
1574,75Q075,Robert E. Peary School,k-8,75,3,3,3,3,3,3,3
1575,75Q177,P.S. Q177,k-12 all grades,75,3,3,3,3,3,3,3
1576,75Q224,P.S. Q224,k-8,75,3,3,3,3,3,3,3
1577,75Q233,P.S. Q233,k-12 all grades,75,3,3,3,3,3,3,3
1578,75Q255,P.S. Q255,k-12 all grades,75,3,3,3,3,3,3,3
1579,75Q256,P.S. Q256,k-12 all grades,75,3,3,11,3,3,3,3
1580,75Q277,The Riverview School,k-12 all grades,75,3,3,3,3,3,3,3
1581,75Q721,John F. Kennedy Jr. School,high school,75,3,3,3,3,3,3,3
1582,75Q752,Queens Transition Center,high school,75,3,3,7,3,3,3,3
1583,75Q811,P.S. Q811,k-12 all grades,75,3,3,3,3,3,3,3
1584,75Q993,P.S. Q993,k-12 all grades,75,3,3,3,3,3,3,3
1585,75R025,South Richmond High School I.S./P.S. 25,k-12 all grades,75,3,3,3,3,3,3,3
1586,75R037,The David Marquis School of the Arts,k-12 all grades,75,3,3,3,3,3,3,3
1587,75R373,P.S. R373,k-8,75,3,3,3,3,3,3,3
1588,75R721,The Richard H. Hungerford School,secondary school,75,3,3,3,3,3,3,3
1589,75X010,P.S. X010,k-12 all grades,75,3,3,3,3,3,3,3
1590,75X012,P.S. X012 Lewis and Clark School,secondary school,75,3,3,3,3,3,3,3
1591,75X017,P.S. X017,k-8,75,3,3,3,3,3,3,3
1592,75X168,P.S. 168,k-12 all grades,75,3,3,3,3,3,3,3
1593,75X176,P.S. X176,k-12 all grades,75,3,3,3,3,3,3,3
1594,75X186,P186X Walter J. Damrosch School,k-12 all grades,75,3,3,3,3,3,3,3
1595,75X188,P.S. X188,k-12 all grades,75,3,3,3,3,3,3,3
1596,75X352,The Vida Bogart School for All Children,k-8,75,3,3,3,3,3,3,3
1597,75X469,P469X - The Bronx School for Continuous Learners,k-8,75,3,3,3,3,3,3,3
1598,75X596,P.S. X596,elementary,75,3,3,3,3,3,3,3
1599,75X721,P.S. X721 - Stephen McSweeney School,high school,75,3,3,3,3,3,3,3
1600,75X723,P.S. 723,k-12 all grades,75,3,3,3,3,3,3,3
1601,75X754,J. M. Rapport School Career Development,high school,75,3,3,12,3,3,3,3
1602,75X811,P.S. X811,secondary school,75,3,3,3,3,3,3,3
1603,79M331,JUDITH S. KAYE SCHOOL - D79,ungraded,79,3,3,3,3,3,3,3
1604,79M645,School for Cooperative Technical Education,high school,79,3,3,3,3,3,3,3
1605,79M973,Restart Academy,ungraded,79,3,3,3,3,3,3,3
1606,79Q344,East River Academy,high school,79,3,3,3,3,3,3,3
1607,79Q950,Pathways to Graduation,high school,79,3,3,3,3,3,3,3
1608,79X695,Passages Academy,k-12 all grades,79,3,3,3,3,3,3,3
