,DBN,Location Name,Location Type,Total SW & GC,Total GC,Full Time,Part Time,Bilingual,Serving more than one location,SY2016-17 Enrollment,Ratio GC & SW,Ratio GC Only
1237,26Q566,26Q566 - QUEENS HIGH SCHOOL OF TEACHING  LIBERAL ARTS AND T,HIGH SCHOOL                        ,4.0,4.0,4.0,0.0,1.0,0.0,1119.0,280.0,280.0
1238,27Q042,27Q042 - P.S./M.S 042 R. VERNAM,K-8                                ,2.0,1.0,1.0,0.0,0.0,0.0,719.0,240.0,360.0
1239,27Q043,27Q043 - P.S. 043,K-8                                ,4.0,2.0,2.0,0.0,0.0,0.0,924.0,231.0,462.0
1240,27Q045,27Q045 - P.S. 045 CLARENCE WITHERSPOON,ELEMENTARY                         ,1.0,1.0,1.0,0.0,0.0,0.0,355.0,355.0,355.0
1241,27Q047,27Q047 - P.S. 047 CHRIS GALAS,K-8                                ,1.0,1.0,1.0,0.0,0.0,0.0,214.0,214.0,214.0
1242,27Q051,27Q051 - P.S. 051,EARLY CHILDHOOD,0.2,0.2,0.0,0.2,0.0,0.2,233.0,233.0,233.0
1243,27Q053,27Q053 - M.S. 053 BRIAN PICCOLO,JUNIOR HIGH-INTERMEDIATE-MIDDLE    ,3.0,1.0,1.0,0.0,0.0,0.0,314.0,105.0,314.0
1244,27Q056,27Q056 - P.S. 056 HARRY EICHLER,ELEMENTARY                         ,1.6,0.6,0.0,0.6,0.0,0.6,390.0,195.0,390.0
1245,27Q060,27Q060 - P.S. 060 WOODHAVEN,ELEMENTARY                         ,2.0,1.0,1.0,0.0,0.0,0.0,1234.0,617.0,1234.0
1246,27Q062,27Q062 - P. S. 62 - CHESTER PARK SCHOOL,ELEMENTARY                         ,2.0,1.0,1.0,0.0,0.0,0.0,934.0,467.0,934.0
1247,27Q063,27Q063 - P.S. 063 OLD SOUTH,ELEMENTARY                         ,3.0,2.0,2.0,0.0,0.0,0.0,1323.0,441.0,662.0
1248,27Q064,27Q064 - P.S. 064 JOSEPH P. ADDABBO,ELEMENTARY                         ,1.0,1.0,1.0,0.0,0.0,0.0,655.0,655.0,655.0
1249,27Q065,27Q065 - P.S. 65 - THE RAYMOND YORK ELEMENTARY SCHOOL,ELEMENTARY                         ,0.0,0.0,0.0,0.0,0.0,0.0,461.0,,
1250,27Q066,27Q066 - P.S. 066 JACQUELINE KENNEDY ONASSIS,ELEMENTARY                         ,1.0,1.0,1.0,0.0,0.0,0.0,522.0,522.0,522.0
1251,27Q090,27Q090 - P.S. 090 HORACE MANN,ELEMENTARY                         ,2.0,1.0,1.0,0.0,0.0,0.0,855.0,428.0,855.0
1252,27Q096,27Q096 - P.S. 096,ELEMENTARY                         ,0.4,0.4,0.0,0.4,0.0,0.4,311.0,311.0,311.0
1253,27Q097,27Q097 - P.S. 097 FOREST PARK,ELEMENTARY                         ,2.0,1.0,1.0,0.0,0.0,0.0,747.0,374.0,747.0
1254,27Q100,27Q100 - P.S. 100 GLEN MORRIS,ELEMENTARY                         ,2.0,1.0,1.0,0.0,0.0,0.0,974.0,487.0,974.0
1255,27Q104,27Q104 - P.S. 104 THE BAYS WATER,ELEMENTARY                         ,3.0,1.0,1.0,0.0,0.0,0.0,730.0,244.0,730.0
1256,27Q105,27Q105 - P.S. 105 THE BAY SCHOOL,K-8                                ,3.0,2.0,2.0,0.0,0.0,0.0,834.0,278.0,417.0
1257,27Q106,27Q106 - P.S. 106,ELEMENTARY                         ,0.6,0.6,0.0,0.6,0.0,0.6,219.0,219.0,219.0
1258,27Q108,27Q108 - P.S. 108 CAPTAIN VINCENT G. FOWLER,ELEMENTARY                         ,3.0,2.0,2.0,0.0,0.0,0.0,1490.0,497.0,745.0
1259,27Q114,27Q114 - P.S./M.S. 114 BELLE HARBOR,K-8                                ,2.0,1.0,1.0,0.0,0.0,0.0,663.0,332.0,663.0
1260,27Q123,27Q123 - P.S. 123,ELEMENTARY                         ,2.0,1.0,1.0,0.0,1.0,0.0,703.0,352.0,703.0
1261,27Q124,27Q124 - P.S. 124 OSMOND A CHURCH,K-8                                ,3.0,2.0,2.0,0.0,0.0,0.0,1262.0,421.0,631.0
1262,27Q137,27Q137 - M.S. 137 AMERICA'S SCHOOL OF HEROES,JUNIOR HIGH-INTERMEDIATE-MIDDLE    ,4.0,4.0,4.0,0.0,0.0,0.0,1930.0,386.0,386.0
1263,27Q146,27Q146 - P.S. 146 HOWARD BEACH,K-8                                ,1.0,1.0,1.0,0.0,0.0,0.0,708.0,708.0,708.0
1264,27Q155,27Q155 - P.S. 155,ELEMENTARY                         ,1.0,1.0,1.0,0.0,0.0,0.0,538.0,538.0,538.0
1265,27Q183,27Q183 - P.S. 183 DR. RICHARD R. GREEN,K-8                                ,4.0,3.0,3.0,0.0,0.0,0.0,575.0,144.0,192.0
1266,27Q197,27Q197 - P.S. 197 THE OCEAN SCHOOL,ELEMENTARY                         ,1.0,1.0,1.0,0.0,0.0,0.0,526.0,526.0,526.0
1267,27Q202,27Q202 - J.H.S. 202 ROBERT H. GODDARD,JUNIOR HIGH-INTERMEDIATE-MIDDLE    ,3.0,3.0,3.0,0.0,0.0,0.0,1093.0,365.0,365.0
1268,27Q207,27Q207 - P.S. 207 ROCKWOOD PARK,K-8                                ,3.0,2.0,2.0,0.0,0.0,0.0,712.0,238.0,356.0
1269,27Q210,27Q210 - J.H.S. 210 ELIZABETH BLACKWELL,JUNIOR HIGH-INTERMEDIATE-MIDDLE    ,4.0,3.0,3.0,0.0,0.0,0.0,1868.0,467.0,623.0
1270,27Q223,27Q223 - P.S. 223 LYNDON B. JOHNSON,ELEMENTARY                         ,2.0,1.0,1.0,0.0,0.0,0.0,595.0,298.0,595.0
1271,27Q226,27Q226 - J.H.S. 226 VIRGIL I. GRISSOM,JUNIOR HIGH-INTERMEDIATE-MIDDLE    ,2.0,2.0,2.0,0.0,1.0,0.0,917.0,459.0,459.0
1272,27Q232,27Q232 - P.S. 232 LINDENWOOD,K-8                                ,3.0,2.0,2.0,0.0,0.0,0.0,1037.0,346.0,519.0
1273,27Q253,27Q253 - P.S. 253,ELEMENTARY                         ,3.0,1.0,1.0,0.0,0.0,0.0,600.0,200.0,600.0
1274,27Q254,27Q254 - P.S. 254 - THE ROSA PARKS SCHOOL,ELEMENTARY                         ,1.0,1.0,1.0,0.0,0.0,0.0,657.0,657.0,657.0
1275,27Q260,27Q260 - FREDERICK DOUGLASS ACADEMY VI HIGH SCHOOL,HIGH SCHOOL                        ,2.4,2.4,2.0,0.4,0.0,0.0,344.0,115.0,115.0
1276,27Q261,27Q261 - VOYAGES PREP - SOUTH QUEENS,HIGH SCHOOL                        ,2.0,1.0,1.0,0.0,0.0,0.0,291.0,146.0,291.0
1277,27Q262,27Q262 - CHANNEL VIEW SCHOOL FOR RESEARCH,SECONDARY SCHOOL                   ,5.0,4.0,4.0,0.0,0.0,0.0,804.0,161.0,201.0
1278,27Q273,27Q273 - P.S. 273,ELEMENTARY                         ,0.4,0.4,0.0,0.4,0.0,0.4,365.0,365.0,365.0
1279,27Q282,27Q282 - KNOWLEDGE AND POWER PREPARATORY ACADEMY VI,JUNIOR HIGH-INTERMEDIATE-MIDDLE    ,1.0,1.0,1.0,0.0,0.0,0.0,259.0,259.0,259.0
1280,27Q297,27Q297 - HAWTREE CREEK MIDDLE SCHOOL,JUNIOR HIGH-INTERMEDIATE-MIDDLE    ,1.0,1.0,1.0,0.0,0.0,0.0,402.0,402.0,402.0
1281,27Q302,27Q302 - QUEENS HIGH SCHOOL FOR INFORMATION  RESEARCH  AND,HIGH SCHOOL                        ,2.0,2.0,2.0,0.0,1.0,0.0,450.0,225.0,225.0
1282,27Q306,27Q306 - NEW YORK CITY ACADEMY FOR DISCOVERY,ELEMENTARY                         ,1.0,1.0,1.0,0.0,0.0,0.0,454.0,454.0,454.0
1283,27Q308,27Q308 - ROBERT H. GODDARD HIGH SCHOOL OF COMMUNICATION ART,HIGH SCHOOL                        ,3.0,3.0,3.0,0.0,1.0,0.0,612.0,204.0,204.0
1284,27Q309,27Q309 - ACADEMY OF MEDICAL TECHNOLOGY: A COLLEGE BOARD SCH,SECONDARY SCHOOL                   ,2.0,2.0,2.0,0.0,0.0,0.0,629.0,315.0,315.0
1285,27Q314,27Q314 - EPIC HIGH SCHOOL - SOUTH,HIGH SCHOOL                        ,2.0,2.0,2.0,0.0,0.0,0.0,263.0,132.0,132.0
1286,27Q316,27Q316 - QUEENS EXPLORERS ELEMENTARY SCHOOL,ELEMENTARY                         ,1.0,1.0,1.0,0.0,0.0,0.0,356.0,356.0,356.0
1287,27Q317,27Q317 - WATERSIDE CHILDREN'S STUDIO SCHOOL,ELEMENTARY                         ,1.8,1.8,1.0,0.8,0.0,0.0,491.0,246.0,246.0
1288,27Q318,27Q318 - WATERSIDE SCHOOL FOR LEADERSHIP,JUNIOR HIGH-INTERMEDIATE-MIDDLE    ,1.0,1.0,1.0,0.0,0.0,0.0,230.0,230.0,230.0
1289,27Q319,27Q319 - VILLAGE ACADEMY,JUNIOR HIGH-INTERMEDIATE-MIDDLE    ,2.0,1.0,1.0,0.0,0.0,0.0,314.0,157.0,314.0
1290,27Q323,27Q323 - SCHOLARS' ACADEMY,SECONDARY SCHOOL                   ,6.0,6.0,6.0,0.0,0.0,0.0,1351.0,226.0,226.0
1291,27Q324,27Q324 - ROCKAWAY PARK HIGH SCHOOL FOR ENVIRONMENTAL SUSTAI,HIGH SCHOOL                        ,2.0,2.0,2.0,0.0,0.0,0.0,328.0,164.0,164.0
1292,27Q333,27Q333 - GOLDIE MAPLE ACADEMY,K-8                                ,0.0,0.0,0.0,0.0,0.0,0.0,478.0,,
1293,27Q334,27Q334 - EPIC HIGH SCHOOL - NORTH,HIGH SCHOOL                        ,6.0,3.0,3.0,0.0,0.0,0.0,285.0,48.0,95.0
1294,27Q351,27Q351 - ROCKAWAY COLLEGIATE HIGH SCHOOL,HIGH SCHOOL                        ,1.0,1.0,1.0,0.0,0.0,0.0,370.0,370.0,370.0
1295,27Q362,27Q362 - WAVE PREPARATORY ELEMENTARY SCHOOL,ELEMENTARY                         ,1.0,0.0,0.0,0.0,0.0,0.0,559.0,559.0,
1296,27Q400,27Q400 - AUGUST MARTIN HIGH SCHOOL,HIGH SCHOOL                        ,3.0,2.0,2.0,0.0,1.0,0.0,382.0,128.0,191.0
1297,27Q475,27Q475 - RICHMOND HILL HIGH SCHOOL,HIGH SCHOOL                        ,11.0,9.0,9.0,0.0,2.0,0.0,1813.0,165.0,202.0
1298,27Q480,27Q480 - JOHN ADAMS HIGH SCHOOL,HIGH SCHOOL                        ,15.0,14.0,14.0,0.0,4.0,0.0,2215.0,148.0,159.0
1299,27Q487,27Q487 - JOHN ADAMS YABC,HIGH SCHOOL                        ,1.0,1.0,1.0,0.0,0.0,0.0,205.0,205.0,205.0
1300,27Q650,27Q650 - HIGH SCHOOL FOR CONSTRUCTION TRADES  ENGINEERING A,HIGH SCHOOL                        ,3.4,3.0,3.0,0.0,0.0,0.0,1015.0,254.0,339.0
1301,28Q008,28Q008 - J.H.S. 008 RICHARD S. GROSSLEY,JUNIOR HIGH-INTERMEDIATE-MIDDLE    ,2.0,2.0,2.0,0.0,0.0,0.0,357.0,179.0,179.0
1302,28Q040,28Q040 - P.S. 040 SAMUEL HUNTINGTON,ELEMENTARY                         ,2.0,1.0,1.0,0.0,0.0,0.0,498.0,249.0,498.0
1303,28Q048,28Q048 - P.S. 048 WILLIAM WORDSWORTH,ELEMENTARY                         ,1.0,0.0,0.0,0.0,0.0,0.0,628.0,628.0,
1304,28Q050,28Q050 - P.S. 050 TALFOURD LAWN ELEMENTARY SCHOOL,ELEMENTARY                         ,2.0,1.0,1.0,0.0,1.0,0.0,811.0,406.0,811.0
1305,28Q054,28Q054 - P.S. 054 HILLSIDE,ELEMENTARY                         ,1.0,1.0,1.0,0.0,0.0,0.0,577.0,577.0,577.0
1306,28Q055,28Q055 - P.S. 055 MAURE,ELEMENTARY                         ,1.0,1.0,1.0,0.0,0.0,0.0,522.0,522.0,522.0
1307,28Q072,28Q072 - CATHERINE & COUNT BASIE MIDDLE SCHOOL 72,JUNIOR HIGH-INTERMEDIATE-MIDDLE    ,4.0,2.0,2.0,0.0,0.0,0.0,442.0,111.0,221.0
1308,28Q080,28Q080 - P.S. 80 THE THURGOOD MARSHALL MAGNET SCHOOL OF MUL,ELEMENTARY                         ,1.0,1.0,1.0,0.0,0.0,0.0,525.0,525.0,525.0
1309,28Q082,28Q082 - P.S. 082 HAMMOND,ELEMENTARY                         ,1.0,1.0,1.0,0.0,0.0,0.0,646.0,646.0,646.0
1310,28Q086,28Q086 - P.S. Q086,ELEMENTARY                         ,1.0,1.0,1.0,0.0,0.0,0.0,1016.0,1016.0,1016.0
1311,28Q099,28Q099 - P.S. 099 KEW GARDENS,ELEMENTARY                         ,2.0,0.0,0.0,0.0,0.0,0.0,810.0,405.0,
1312,28Q101,28Q101 - P.S. 101 SCHOOL IN THE GARDENS,ELEMENTARY                         ,0.6,0.6,0.0,0.6,0.0,0.6,668.0,668.0,668.0
1313,28Q117,28Q117 - P.S. 117 J. KELD / BRIARWOOD SCHOOL,ELEMENTARY                         ,2.0,1.0,1.0,0.0,0.0,0.0,1051.0,526.0,1051.0
1314,28Q121,28Q121 - P.S. 121 QUEENS,ELEMENTARY                         ,1.0,1.0,1.0,0.0,0.0,0.0,939.0,939.0,939.0
1315,28Q139,28Q139 - P.S. 139 REGO PARK,ELEMENTARY                         ,2.0,1.0,1.0,0.0,0.0,0.0,773.0,387.0,773.0
1316,28Q140,28Q140 - P.S. 140 EDWARD K ELLINGTON,ELEMENTARY                         ,2.0,1.0,1.0,0.0,0.0,0.0,452.0,226.0,452.0
1317,28Q144,28Q144 - P.S. 144 COL JEROMUS REMSEN,ELEMENTARY                         ,1.6,0.6,0.0,0.6,0.0,0.6,895.0,448.0,895.0
1318,28Q157,28Q157 - J.H.S. 157 STEPHEN A. HALSEY,JUNIOR HIGH-INTERMEDIATE-MIDDLE    ,3.0,3.0,3.0,0.0,0.0,0.0,1572.0,524.0,524.0
1319,28Q160,28Q160 - P.S. 160 WALTER FRANCIS BISHOP,ELEMENTARY                         ,2.0,1.0,1.0,0.0,0.0,0.0,676.0,338.0,676.0
1320,28Q161,28Q161 - P.S. 161 ARTHUR ASHE SCHOOL,ELEMENTARY                         ,1.0,1.0,1.0,0.0,0.0,0.0,740.0,740.0,740.0
1321,28Q167,28Q167 - METROPOLITAN EXPEDITIONARY LEARNING SCHOOL,SECONDARY SCHOOL                   ,3.0,2.0,2.0,0.0,0.0,0.0,825.0,207.0,275.0
1322,28Q174,28Q174 - P.S. 174 WILLIAM SIDNEY MOUNT,ELEMENTARY                         ,0.0,0.0,0.0,0.0,0.0,0.0,674.0,,
1323,28Q175,28Q175 - P.S. 175 THE LYNN GROSS DISCOVERY SCHOOL,ELEMENTARY                         ,1.4,0.4,0.0,0.4,0.0,0.4,786.0,393.0,786.0
1324,28Q182,28Q182 - P.S. 182 SAMANTHA SMITH,ELEMENTARY                         ,4.6,1.6,1.0,0.6,0.0,0.0,796.0,160.0,398.0
1325,28Q190,28Q190 - J.H.S. 190 RUSSELL SAGE,JUNIOR HIGH-INTERMEDIATE-MIDDLE    ,2.0,2.0,2.0,0.0,0.0,0.0,1036.0,518.0,518.0
1326,28Q196,28Q196 - P.S. 196 GRAND CENTRAL PARKWAY,ELEMENTARY                         ,0.8,0.8,0.0,0.8,0.0,0.0,959.0,959.0,959.0
1327,28Q206,28Q206 - P.S. 206 THE HORACE HARDING SCHOOL,ELEMENTARY                         ,2.0,1.0,1.0,0.0,0.0,0.0,602.0,301.0,602.0
1328,28Q217,28Q217 - J.H.S. 217 ROBERT A. VAN WYCK,JUNIOR HIGH-INTERMEDIATE-MIDDLE    ,5.4,4.4,4.0,0.4,0.0,0.0,1644.0,274.0,329.0
1329,28Q220,28Q220 - P.S. 220 EDWARD MANDEL,ELEMENTARY                         ,2.0,1.0,1.0,0.0,0.0,0.0,707.0,354.0,707.0
1330,28Q284,28Q284 - YORK EARLY COLLEGE ACADEMY,JUNIOR HIGH-INTERMEDIATE-MIDDLE    ,3.6,2.6,2.0,0.6,0.0,0.0,620.0,155.0,207.0
1331,28Q287,The Emerson School,JUNIOR HIGH-INTERMEDIATE-MIDDLE    ,2.0,2.0,2.0,0.0,0.0,0.0,372.0,186.0,186.0
1332,28Q303,The Academy for Excellence through the Arts,EARLY CHILDHOOD,0.0,0.0,0.0,0.0,0.0,0.0,208.0,,
1333,28Q310,28Q310 - QUEENS COLLEGIATE: A COLLEGE BOARD SCHOOL,HIGH SCHOOL                        ,3.0,3.0,3.0,0.0,0.0,0.0,668.0,223.0,223.0
1334,28Q312,28Q312 - JAMAICA CHILDREN'S SCHOOL,ELEMENTARY                         ,1.0,0.0,0.0,0.0,0.0,0.0,113.0,113.0,
1335,28Q325,28Q325 - HILLSIDE ARTS & LETTERS ACADEMY,HIGH SCHOOL                        ,3.0,2.0,2.0,0.0,1.0,0.0,495.0,165.0,248.0
1336,28Q328,28Q328 - HIGH SCHOOL FOR COMMUNITY LEADERSHIP,HIGH SCHOOL                        ,4.0,3.0,3.0,0.0,1.0,0.0,476.0,119.0,159.0
1337,28Q332,28Q332 - REDWOOD MIDDLE SCHOOL,JUNIOR HIGH-INTERMEDIATE-MIDDLE    ,1.0,1.0,1.0,0.0,0.0,0.0,329.0,329.0,329.0
1338,28Q338,28Q338 - QUEENS SATELLITE HIGH SCHOOL FOR OPPORTUNITY,HIGH SCHOOL                        ,2.0,2.0,2.0,0.0,0.0,0.0,198.0,99.0,99.0
1339,28Q349,28Q349 - THE QUEENS SCHOOL FOR LEADERSHIP AND EXCELLENCE,ELEMENTARY                         ,0.5,0.5,0.0,0.5,0.0,0.5,196.0,196.0,196.0
1340,28Q350,28Q350 - JAMAICA GATEWAY TO THE SCIENCES,HIGH SCHOOL                        ,4.0,3.0,3.0,0.0,1.0,0.0,523.0,131.0,175.0
1341,28Q354,28Q354 - P.S. 354,ELEMENTARY                         ,1.0,1.0,1.0,0.0,0.0,0.0,642.0,642.0,642.0
1342,28Q358,28Q358 - M.S. 358,JUNIOR HIGH-INTERMEDIATE-MIDDLE    ,0.5,0.5,0.0,0.5,0.0,0.5,262.0,262.0,262.0
1343,28Q440,28Q440 - FOREST HILLS HIGH SCHOOL,HIGH SCHOOL                        ,13.0,10.0,10.0,0.0,1.0,0.0,3903.0,279.0,355.0
1344,28Q505,28Q505 - HILLCREST HIGH SCHOOL,HIGH SCHOOL                        ,13.0,12.0,12.0,0.0,2.0,0.0,3422.0,264.0,286.0
1345,28Q620,28Q620 - THOMAS A. EDISON CAREER AND TECHNICAL EDUCATION HI,HIGH SCHOOL                        ,11.0,10.0,10.0,0.0,0.0,0.0,2090.0,190.0,209.0
1346,28Q680,28Q680 - QUEENS GATEWAY TO HEALTH SCIENCES SECONDARY SCHOOL,SECONDARY SCHOOL                   ,2.0,2.0,2.0,0.0,0.0,0.0,704.0,352.0,352.0
1347,28Q686,28Q686 - QUEENS METROPOLITAN HIGH SCHOOL,HIGH SCHOOL                        ,4.0,3.0,3.0,0.0,1.0,0.0,1067.0,214.0,267.0
1348,28Q687,28Q687 - QUEENS HIGH SCHOOL FOR THE SCIENCES AT YORK COLLEG,HIGH SCHOOL                        ,2.0,2.0,2.0,0.0,0.0,0.0,462.0,154.0,154.0
1349,28Q690,28Q690 - HIGH SCHOOL FOR LAW ENFORCEMENT AND PUBLIC SAFETY,HIGH SCHOOL                        ,2.0,2.0,2.0,0.0,0.0,0.0,560.0,280.0,280.0
1350,28Q896,28Q896 - YOUNG WOMEN'S LEADERSHIP SCHOOL  QUEENS,SECONDARY SCHOOL                   ,2.0,2.0,2.0,0.0,0.0,0.0,566.0,283.0,283.0
1351,29Q015,29Q015 - P.S. 015 JACKIE ROBINSON,ELEMENTARY                         ,1.0,1.0,1.0,0.0,0.0,0.0,465.0,465.0,465.0
1352,29Q033,29Q033 - P.S. 033 EDWARD M. FUNK,ELEMENTARY                         ,2.0,1.0,1.0,0.0,0.0,0.0,989.0,495.0,989.0
1353,29Q034,29Q034 - P.S. 034 JOHN HARVARD,ELEMENTARY                         ,1.0,1.0,1.0,0.0,0.0,0.0,569.0,569.0,569.0
1354,29Q035,29Q035 - P.S. 035 NATHANIEL WOODHULL,ELEMENTARY                         ,1.6,0.6,0.0,0.6,0.0,0.6,680.0,340.0,680.0
1355,29Q036,29Q036 - P.S. 036 SAINT ALBANS SCHOOL,ELEMENTARY                         ,1.4,0.4,0.0,0.4,0.0,0.4,466.0,233.0,466.0
1356,29Q037,29Q037 - CYNTHIA JENKINS SCHOOL,ELEMENTARY                         ,1.6,0.6,0.0,0.6,0.0,0.6,508.0,254.0,508.0
1357,29Q038,29Q038 - P.S. 038 ROSEDALE,ELEMENTARY                         ,0.2,0.2,0.0,0.2,0.0,0.2,223.0,223.0,223.0
1358,29Q052,29Q052 - P.S. 052 QUEENS,ELEMENTARY                         ,2.0,1.0,1.0,0.0,0.0,0.0,475.0,238.0,475.0
1359,29Q059,29Q059 - I.S. 059 SPRINGFIELD GARDENS,JUNIOR HIGH-INTERMEDIATE-MIDDLE    ,1.0,1.0,1.0,0.0,0.0,0.0,573.0,573.0,573.0
1360,29Q095,29Q095 - P.S. 095 EASTWOOD,ELEMENTARY                         ,3.0,2.0,2.0,0.0,1.0,0.0,1508.0,503.0,754.0
1361,29Q109,29Q109 - JEAN NUZZI INTERMEDIATE SCHOOL,JUNIOR HIGH-INTERMEDIATE-MIDDLE    ,2.0,2.0,2.0,0.0,0.0,0.0,1039.0,520.0,520.0
1362,29Q116,29Q116 - P.S./I.S. 116 WILLIAM C. HUGHLEY,K-8                                ,2.6,1.6,1.0,0.6,0.0,0.6,766.0,256.0,383.0
1363,29Q118,29Q118 - P.S. 118 LORRAINE HANSBERRY,ELEMENTARY                         ,1.0,1.0,1.0,0.0,0.0,0.0,510.0,510.0,510.0
1364,29Q131,29Q131 - P.S. 131 ABIGAIL ADAMS,ELEMENTARY                         ,1.0,1.0,1.0,0.0,0.0,0.0,871.0,871.0,871.0
1365,29Q132,29Q132 - P.S. 132 RALPH BUNCHE,ELEMENTARY                         ,0.6,0.6,0.0,0.6,0.0,0.6,386.0,386.0,386.0
1366,29Q134,29Q134 - P.S. 134 HOLLIS,ELEMENTARY                         ,1.0,1.0,1.0,0.0,0.0,0.0,416.0,416.0,416.0
1367,29Q135,29Q135 - THE BELLAIRE SCHOOL,ELEMENTARY                         ,2.0,1.0,1.0,0.0,0.0,0.0,1011.0,506.0,1011.0
1368,29Q136,29Q136 - P.S. 136 ROY WILKINS,ELEMENTARY                         ,1.0,1.0,1.0,0.0,0.0,0.0,648.0,648.0,648.0
1369,29Q138,29Q138 - P.S./M.S. 138 SUNRISE,K-8                                ,2.0,1.0,1.0,0.0,0.0,0.0,777.0,389.0,777.0
1370,29Q147,29Q147 - P.S./M.S. 147 RONALD MCNAIR,K-8                                ,1.0,1.0,1.0,0.0,0.0,0.0,606.0,606.0,606.0
1371,29Q156,29Q156 - P.S. 156 LAURELTON,K-8                                ,0.2,0.2,0.0,0.2,0.0,0.2,287.0,287.0,287.0
1372,29Q176,29Q176 - P.S. 176 CAMBRIA HEIGHTS,ELEMENTARY                         ,1.0,0.0,0.0,0.0,0.0,0.0,737.0,737.0,
1373,29Q181,29Q181 - P.S. 181 BROOKFIELD,ELEMENTARY                         ,1.0,1.0,1.0,0.0,0.0,0.0,334.0,334.0,334.0
1374,29Q192,29Q192 - I.S. 192 THE LINDEN,JUNIOR HIGH-INTERMEDIATE-MIDDLE    ,2.0,1.0,1.0,0.0,0.0,0.0,507.0,254.0,507.0
1375,29Q195,29Q195 - P.S. 195 WILLIAM HABERLE,ELEMENTARY                         ,2.0,1.0,1.0,0.0,0.0,0.0,579.0,290.0,579.0
1376,29Q208,29Q208 - P.S./I.S. 208,K-8                                ,1.4,1.4,1.0,0.4,0.0,0.4,739.0,370.0,370.0
1377,29Q238,29Q238 - I.S. 238 - SUSAN B. ANTHONY ACADEMY,JUNIOR HIGH-INTERMEDIATE-MIDDLE    ,3.0,3.0,3.0,0.0,1.0,0.0,1511.0,504.0,504.0
1378,29Q243,29Q243 - INSTITUTE FOR HEALTH PROFESSIONS AT CAMBRIA HEIGHT,HIGH SCHOOL                        ,2.0,1.0,1.0,0.0,0.0,0.0,412.0,206.0,412.0
1379,29Q248,29Q248 - QUEENS PREPARATORY ACADEMY,HIGH SCHOOL                        ,2.0,2.0,2.0,0.0,0.0,0.0,480.0,240.0,240.0
1380,29Q251,29Q251 - P.S. 251 QUEENS,ELEMENTARY                         ,0.4,0.4,0.0,0.4,0.0,0.4,354.0,177.0,177.0
1381,29Q259,29Q259 - PATHWAYS COLLEGE PREPARATORY SCHOOL: A COLLEGE BOA,SECONDARY SCHOOL                   ,3.0,2.0,2.0,0.0,0.0,0.0,618.0,206.0,309.0
1382,29Q265,29Q265 - EXCELSIOR PREPARATORY HIGH SCHOOL,HIGH SCHOOL                        ,3.0,2.0,2.0,0.0,0.0,0.0,494.0,165.0,247.0
1383,29Q268,29Q268 - P.S./I.S. 268,K-8                                ,1.0,1.0,1.0,0.0,0.0,0.0,604.0,604.0,604.0
1384,29Q270,29Q270 - THE GORDON PARKS SCHOOL,K-8                                ,1.0,1.0,1.0,0.0,0.0,0.0,706.0,706.0,706.0
1385,29Q272,29Q272 - GEORGE WASHINGTON CARVER HIGH SCHOOL FOR THE SCIEN,HIGH SCHOOL                        ,4.0,3.0,3.0,0.0,0.0,0.0,493.0,99.0,124.0
1386,29Q283,29Q283 - PREPARATORY ACADEMY FOR WRITERS: A COLLEGE BOARD S,SECONDARY SCHOOL                   ,2.0,1.0,1.0,0.0,0.0,0.0,609.0,305.0,609.0
1387,29Q289,29Q289 - QUEENS UNITED MIDDLE SCHOOL,JUNIOR HIGH-INTERMEDIATE-MIDDLE    ,2.0,1.0,1.0,0.0,0.0,0.0,232.0,78.0,116.0
1388,29Q295,29Q295 - P.S./I.S. 295,K-8                                ,1.0,1.0,1.0,0.0,0.0,0.0,532.0,266.0,266.0
1389,29Q313,29Q313 - BENJAMIN FRANKLIN HIGH SCHOOL FOR FINANCE & INFORM,HIGH SCHOOL                        ,1.0,0.0,0.0,0.0,0.0,0.0,315.0,105.0,158.0
1390,29Q326,29Q326 - CAMBRIA HEIGHTS ACADEMY,HIGH SCHOOL                        ,1.0,1.0,1.0,0.0,0.0,0.0,359.0,359.0,359.0
1391,29Q327,29Q327 - EAGLE ACADEMY FOR YOUNG MEN III,SECONDARY SCHOOL                   ,2.0,2.0,2.0,0.0,0.0,0.0,507.0,254.0,254.0
1392,29Q355,29Q355 - COLLABORATIVE ARTS MIDDLE SCHOOL,JUNIOR HIGH-INTERMEDIATE-MIDDLE    ,2.0,1.0,1.0,0.0,0.0,0.0,341.0,171.0,341.0
1393,29Q356,29Q356 - COMMUNITY VOICES MIDDLE SCHOOL,JUNIOR HIGH-INTERMEDIATE-MIDDLE    ,1.0,0.0,0.0,0.0,0.0,0.0,314.0,314.0,
1394,29Q360,29Q360 - P.S. 360,ELEMENTARY,0.2,0.2,,0.2,0.0,0.2,130.0,130.0,130.0
1395,29Q492,29Q492 - MATHEMATICS  SCIENCE RESEARCH AND TECHNOLOGY MAGNE,HIGH SCHOOL                        ,3.0,2.0,2.0,0.0,0.0,0.0,426.0,142.0,213.0
1396,29Q498,29Q498 - HUMANITIES & ARTS MAGNET HIGH SCHOOL,HIGH SCHOOL                        ,1.0,1.0,1.0,0.0,0.0,0.0,470.0,157.0,157.0
1397,30Q002,30Q002 - P.S. 002 ALFRED ZIMBERG,ELEMENTARY                         ,2.0,1.0,1.0,0.0,0.0,0.0,592.0,296.0,592.0
