,DBN,School Name,Student Response Rate,Number of student respondents,Number of eligible students,Safety and respect score,Communication score,Engagement score,Academic expectation score
396,08X650,Jane Addams High School for Academic Careers,61.0,596.0,981.0,5.8,6.0,6.1,6.8
397,09X002,P.S. 002 Morrisania,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
398,09X004,P.S./M.S. 004 Crotona Park West,96.0,147.0,153.0,5.9,5.8,6.7,7.0
399,09X011,P.S. 011 Highbridge,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
400,09X022,J.H.S. 022 Jordan L. Mott,66.0,407.0,620.0,6.6,5.9,6.8,7.6
401,09X028,P.S. 028 Mount Hope,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
402,09X035,P.S. 035 Franz Siegel,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
403,09X042,P.S. 042 Claremont,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
404,09X053,P.S. 053 Basheer Quisim,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
405,09X055,P.S. 055 Benjamin Franklin,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
406,09X058,P.S. 058,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
407,09X063,P.S. 063 Author's Academy,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
408,09X064,P.S. 064 Pura Belpre,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
409,09X070,P.S. 070 Max Schoenfeld,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
410,09X073,P.S. 073 Bronx,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
411,09X088,P.S. X088 - S. Silverstein Little Sparrow School,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
412,09X090,P.S. 090 George Meany,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
413,09X109,P.S. 109 Sedgwick,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
414,09X110,P.S. 110 Theodore Schoenfeld,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
415,09X114,P.S. X114 - Luis Llorens Torres Schools,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
416,09X117,I.S. 117 Joseph H. Wade,92.0,697.0,757.0,6.1,5.7,6.5,7.4
417,09X126,P.S. 126 Dr Marjorie H Dunbar,82.0,89.0,108.0,6.3,6.3,7.3,8.0
418,09X128,Mott Hall III,96.0,315.0,329.0,7.0,6.8,7.4,8.4
419,09X132,P.S. 132 Garret A. Morgan,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
420,09X145,J.H.S. 145 Arturo Toscanini,97.0,367.0,380.0,7.6,6.7,7.7,8.1
421,09X163,P.S. 163 Arthur A. Schomburg,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
422,09X166,J.H.S. 166 Roberto Clemente,88.0,147.0,167.0,7.0,5.9,6.7,7.6
423,09X170,P.S. 170,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
424,09X199,P.S. 199X - The Shakespeare School,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
425,09X204,P.S. 204 Morris Heights,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
426,09X215,Kappa,99.0,344.0,346.0,6.9,6.6,6.9,8.1
427,09X218,P.S./I.S. 218 Rafael Hernandez Dual Language Magne,99.0,269.0,271.0,7.4,6.6,7.3,8.2
428,09X219,I.S. 219 New Venture School,92.0,395.0,428.0,5.2,5.2,5.8,7.0
429,09X227,Bronx Expeditionary Learning High School,71.0,238.0,334.0,6.5,6.3,7.1,7.6
430,09X229,I.S. 229 Roland Patterson,96.0,220.0,230.0,5.9,6.0,6.7,7.2
431,09X230,P.S. 230 Dr Roland N. Patterson,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
432,09X231,Eagle Academy for Young Men,89.0,383.0,431.0,5.8,5.8,6.5,7.2
433,09X232,I.S. 232,89.0,371.0,415.0,6.2,6.0,6.5,7.6
434,09X236,P.S. 236 Langston Hughes,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
435,09X239,Urban Assembly Academy for History and Citizenship,28.0,57.0,206.0,6.4,6.6,6.9,7.9
436,09X241,Urban Assembly School for Applied Math and Science,91.0,527.0,581.0,6.8,6.2,6.9,7.6
437,09X250,Eximius College Preparatory Academy: A College Boa,88.0,295.0,334.0,7.3,6.2,7.1,7.7
438,09X252,Mott Hall Bronx High School,81.0,284.0,349.0,6.6,5.9,6.3,7.2
439,09X260,Bronx Center for Science and Mathematics,96.0,402.0,417.0,7.1,6.2,6.9,8.0
440,09X263,Validus Preparatory Academy: An Expeditionary Lear,54.0,195.0,358.0,7.6,6.9,7.4,7.9
441,09X276,Leadership Institute,82.0,200.0,245.0,7.1,6.3,7.2,7.8
442,09X297,Morris Academy for Collaborative Studies,80.0,321.0,399.0,6.4,5.7,6.4,7.3
443,09X303,I.S. X303 Leadership & Community Service,90.0,300.0,335.0,7.2,6.8,7.2,7.6
444,09X313,I.S. 313 School of Leadership Development,90.0,393.0,437.0,6.3,5.7,6.9,7.7
445,09X323,Bronx Writing Academy,82.0,403.0,492.0,6.0,5.9,6.5,7.5
446,09X324,Bronx Early College Academy for Teaching & Learnin,88.0,323.0,369.0,6.7,6.7,7.1,8.2
447,09X325,Urban Science Academy,91.0,318.0,351.0,6.4,6.1,6.7,7.5
448,09X327,Comprehensive Model School Project M.S. 327,91.0,329.0,360.0,6.2,5.8,6.1,7.5
449,09X328,New Millennium Business Academy Middle School,85.0,175.0,207.0,5.2,5.9,6.1,7.3
450,09X329,DreamYard Preparatory School,87.0,276.0,318.0,6.0,5.8,6.3,6.9
451,09X339,I.S. 339,76.0,598.0,791.0,6.0,5.7,6.4,7.3
452,09X365,Academy for Language and Technology,79.0,277.0,351.0,7.5,6.5,7.2,7.7
453,09X403,Bronx International High School,75.0,289.0,384.0,7.0,6.8,7.2,7.6
454,09X404,School for Excellence,89.0,343.0,385.0,6.9,6.1,6.3,7.3
455,09X412,Bronx High School of Business,91.0,374.0,410.0,6.1,5.7,6.2,7.1
456,09X413,Bronx High School for Medical Science,96.0,405.0,424.0,6.0,5.6,5.8,6.9
457,09X414,Jonathan Levin High School for Media and Communica,70.0,281.0,401.0,6.3,5.7,6.1,6.9
458,09X443,THE FAMILY SCHOOL,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
459,09X449,GRANT AVENUE ELEMENTARY SCHOOL,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
460,09X454,SCIENCE AND TECHNOLOGY ACADEMY: A MOTT HALL SCHOOL,97.0,240.0,247.0,6.6,6.3,7.2,7.9
461,09X457,SHERIDAN ACADEMY FOR YOUNG LEADERS,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
462,09X505,"Bronx School for Law, Government and Justice",84.0,588.0,702.0,6.5,6.2,6.6,7.5
463,09X517,Frederick Douglass Academy III Secondary School,95.0,564.0,595.0,6.5,6.2,6.5,7.6
464,09X525,Bronx Leadership Academy High School,81.0,507.0,625.0,6.1,5.8,6.3,7.3
465,09X543,High School for Violin and Dance,87.0,192.0,220.0,6.6,6.0,6.8,7.4
466,10X003,P.S. 3 Raul Julia Micro Society,100.0,180.0,180.0,6.8,6.3,7.0,7.7
467,10X007,P.S. 007 Kingsbridge,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
468,10X008,P.S. 008 Issac Varian,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
469,10X009,P.S. 9 Ryer Avenue Elementary School,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
470,10X015,P.S. X015 Institute for Environmental Learning,99.0,195.0,197.0,7.8,6.6,8.0,8.5
471,10X020,P.S. 20 P.O.George J. Werdan III,92.0,343.0,372.0,6.2,6.2,7.0,7.7
472,10X023,P.S. 023 The New Children's School,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
473,10X024,P.S. 024 Spuyten Duyvil,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
474,10X032,P.S. 032 Belmont,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
475,10X033,P.S. 033 Timothy Dwight,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
476,10X037,P.S. X037 - Multiple Intelligence School,94.0,170.0,181.0,5.7,5.4,6.2,6.8
477,10X045,Thomas C. Giordano Middle School 45,95.0,945.0,999.0,6.2,5.8,6.3,7.5
478,10X046,P.S. 046 Edgar Allan Poe,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
479,10X051,P.S. 051 Bronx New School,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
480,10X054,P.S. / I.S. 54,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
481,10X056,P.S. 056 Norwood Heights,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
482,10X059,P.S. 059 The Community School of Technology,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
483,10X079,P.S. 079 Creston,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
484,10X080,J.H.S. 080 The Mosholu Parkway,90.0,579.0,640.0,5.6,5.9,6.2,7.2
485,10X081,P.S. 081 Robert J. Christen,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
486,10X085,P.S. 085 Great Expectations,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
487,10X086,P.S. 086 Kingsbridge Heights,98.0,237.0,241.0,8.6,8.0,9.2,9.4
488,10X091,P.S. 091 Bronx,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
489,10X094,P.S. 094 Kings College School,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
490,10X095,P.S. 095 Sheila Mencher,93.0,426.0,456.0,5.8,5.7,6.3,7.2
491,10X118,J.H.S. 118 William W. Niles,93.0,1053.0,1129.0,6.6,5.9,6.7,7.7
492,10X141,Riverdale / Kingsbridge Academy (Middle School / H,89.0,1165.0,1311.0,5.9,5.5,6.2,7.0
493,10X159,P.S. 159 Luis Munoz Marin Biling,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
494,10X205,P.S. 205 Fiorello Laguardia,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
495,10X206,I.S. 206 Ann Mersereau,90.0,286.0,318.0,6.1,6.0,6.5,7.7
496,10X207,P.S. 207,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
497,10X209,P.S. 209,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
498,10X213,Bronx Engineering and Technology Academy,81.0,332.0,409.0,6.5,5.9,6.8,7.5
499,10X225,Theatre Arts Production Company School,88.0,450.0,513.0,7.7,6.9,7.5,8.0
500,10X226,P.S. 226,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
501,10X228,Jonas Bronck Academy,95.0,223.0,235.0,7.7,7.1,7.7,8.3
502,10X237,"The Marie Curie School for Medicine, Nursing, and",62.0,287.0,465.0,5.9,5.9,5.9,6.9
503,10X243,West Bronx Academy for the Future,83.0,490.0,589.0,6.6,6.0,7.0,7.6
504,10X244,The New School for Leadership and Journalism,69.0,450.0,656.0,7.2,6.4,7.5,8.0
505,10X246,P.S. 246 Poe Center,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
506,10X254,I.S. 254,81.0,349.0,432.0,6.0,5.6,6.2,7.0
507,10X268,Kingsbridge International High School,84.0,389.0,464.0,6.9,6.0,6.6,7.4
508,10X279,"P.S. 279 Captain Manuel Rivera, Jr.",96.0,320.0,332.0,6.8,6.4,7.0,7.7
509,10X280,P.S./M.S. 280 Mosholu Parkway,96.0,284.0,296.0,6.4,6.4,6.9,7.8
510,10X284,Bronx School of Law and Finance,85.0,320.0,377.0,6.1,6.0,6.4,7.1
511,10X291,P.S. 291,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
512,10X306,P.S. 306,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
513,10X307,P.S. X307 - Eames Place,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
514,10X308,Bronx Dance Academy School,94.0,263.0,280.0,6.8,6.3,6.9,7.8
515,10X310,P.S. 310 Marble Hill,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
516,10X315,P.S. 315 Lab School,95.0,74.0,78.0,7.3,7.2,7.5,8.5
517,10X319,Providing Urban Learners Success In Education High,87.0,145.0,166.0,8.4,7.3,7.9,8.3
518,10X331,The Bronx School of Science Inquiry and Investigat,95.0,342.0,360.0,6.5,6.5,7.1,7.7
519,10X340,P.S. 340,100.0,64.0,64.0,8.1,7.7,8.3,8.5
520,10X342,International School for Liberal Arts,92.0,488.0,530.0,7.4,6.4,7.1,7.7
521,10X344,Ampark Neighborhood,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
522,10X360,P.S. 360,98.0,58.0,59.0,6.6,5.7,6.2,7.5
523,10X363,ACADEMY FOR PERSONAL LEADERSHIP AND EXCELLENCE,97.0,153.0,158.0,7.4,6.5,7.4,8.2
524,10X368,In-Tech Academy (M.S. / High School 368),90.0,978.0,1088.0,6.5,6.2,6.6,7.5
525,10X374,Knowledge and Power Preparatory Academy Internatio,92.0,329.0,359.0,7.2,6.6,7.2,8.0
526,10X382,"Elementary School for Math, Science, and Technolog",-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
527,10X386,School for Environmental Citizenship,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
528,10X390,M.S. 390,94.0,366.0,389.0,6.5,6.3,6.9,7.6
529,10X391,The Angelo Patri Middle School,87.0,539.0,617.0,6.4,6.2,7.0,7.6
530,10X396,P.S. 396,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
531,10X397,English Language Learners and International Suppor,71.0,166.0,233.0,7.4,6.5,7.0,7.8
532,10X399,M.S. 399,92.0,220.0,239.0,6.0,5.9,6.3,7.5
533,10X433,High School for Teaching and the Professions,90.0,384.0,425.0,5.9,5.4,6.1,6.7
534,10X434,Belmont Preparatory High School,78.0,295.0,377.0,6.0,5.4,5.5,6.7
535,10X437,Fordham High School for the Arts,70.0,250.0,358.0,7.0,6.2,7.1,7.6
536,10X438,Fordham Leadership Academy for Business and Techno,52.0,215.0,416.0,5.8,5.3,5.9,6.9
537,10X439,Bronx High School for Law and Community Service,87.0,332.0,380.0,6.0,6.0,6.5,7.3
538,10X440,DeWitt Clinton High School,67.0,2820.0,4227.0,5.2,5.4,6.0,6.9
539,10X442,"Celia Cruz Bronx High School of Music, The",87.0,335.0,384.0,6.5,6.2,6.9,7.4
540,10X445,Bronx High School of Science,98.0,2956.0,3002.0,6.8,6.3,6.7,7.6
541,10X447,CRESTON ACADEMY,96.0,224.0,234.0,6.2,6.4,6.9,7.8
542,10X459,EAST FORDHAM ACADEMY FOR THE ARTS,86.0,179.0,207.0,6.8,6.2,6.8,7.4
543,10X475,John F. Kennedy High School,31.0,314.0,1027.0,5.6,5.2,5.7,6.2
544,10X477,Marble Hill High School for International Studies,97.0,428.0,442.0,7.1,6.3,6.9,7.7
545,10X503,Walton Yabc,66.0,120.0,181.0,7.7,6.5,6.9,7.5
546,10X504,Kennedy Yabc,68.0,139.0,203.0,7.8,6.2,7.3,7.8
547,10X546,Bronx Theatre High School,91.0,388.0,428.0,7.4,6.4,7.6,8.1
548,10X549,Discovery High School,59.0,283.0,479.0,6.2,5.5,6.1,6.8
549,10X660,Grace Dodge Career and Technical Education High Sc,63.0,806.0,1280.0,5.9,5.5,5.9,6.8
550,10X667,Grace Dodge Yabc,39.0,91.0,233.0,7.6,7.2,7.6,8.1
551,10X696,High School of American Studies at Lehman College,98.0,359.0,366.0,8.1,7.1,7.8,8.6
552,11X016,P.S. 016 Wakefield,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
553,11X019,P.S. 019 Judith K. Weiss,97.0,191.0,197.0,7.5,6.4,7.8,8.3
554,11X021,P.S. 021 Philip H. Sheridan,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
555,11X041,P.S. 041 Gun Hill Road,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
556,11X068,P.S. 068 Bronx,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
557,11X076,P.S. 076 The Bennington School,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
558,11X078,P.S. 078 Anne Hutchinson,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
559,11X083,P.S. 083 Donald Hertz,97.0,642.0,662.0,6.7,6.5,7.3,7.9
560,11X087,P.S. 087 Bronx,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
561,11X089,P.S. 089 Bronx,98.0,476.0,486.0,5.3,5.7,6.1,7.1
562,11X096,P.S. 096 Richard Rodgers,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
563,11X097,P.S. 097 Bronx,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
564,11X103,P.S. 103 Hector Fontanez,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
565,11X105,P.S. 105 Sen Abraham Bernstein,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
566,11X106,P.S. 106 Parkchester,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
567,11X108,P.S. 108 Philip J. Abinanti,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
568,11X111,P.S. 111 Seton Falls,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
569,11X112,P.S. 112 Bronxwood,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
570,11X121,P.S. 121 Throop,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
571,11X127,J.H.S. 127 The Castle Hill,84.0,598.0,714.0,6.3,6.1,6.8,7.7
572,11X142,MS 142 John Philip Sousa,92.0,712.0,773.0,5.1,5.6,6.1,7.1
573,11X144,J.H.S. 144 Michelangelo,81.0,762.0,945.0,5.5,6.0,6.3,7.4
574,11X153,P.S. 153 Helen Keller,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
575,11X160,P.S. 160 Walt Disney,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
576,11X169,BAYCHESTER ACADEMY,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
577,11X175,P.S. 175 City Island,99.0,126.0,127.0,6.3,6.0,6.5,7.3
578,11X178,P.S. 178 - Dr. Selman Waksman,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
579,11X180,M.S. 180 Dr. Daniel Hale Williams,99.0,750.0,757.0,7.5,7.2,7.6,8.1
580,11X181,I.S. 181 Pablo Casals,89.0,522.0,589.0,6.9,5.8,7.1,7.9
581,11X189,Cornerstone Academy for Social Action,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
582,11X194,PS/MS 194,98.0,419.0,427.0,6.7,6.5,7.2,8.0
583,11X249,Bronx Health Sciences High School,90.0,266.0,295.0,6.3,5.4,5.8,7.2
584,11X253,Bronx High School for Writing and Communication Ar,57.0,225.0,393.0,5.5,5.3,5.8,6.6
585,11X265,Bronx Lab School,90.0,411.0,459.0,6.4,6.0,6.4,7.3
586,11X270,Academy for Scholarship and Entrepreneurship: A Co,71.0,404.0,573.0,5.2,5.6,5.6,6.9
587,11X272,Globe School for Environmental Research,85.0,402.0,475.0,5.8,5.4,6.1,6.7
588,11X275,High School of Computers and Technology,84.0,436.0,522.0,6.3,5.7,6.6,7.4
589,11X287,The Forward School,97.0,280.0,290.0,6.3,6.3,7.0,7.8
590,11X288,Collegiate Institute for Math and Science,82.0,391.0,478.0,7.2,6.7,7.3,8.4
591,11X289,The Young Scholars Academy of The Bronx,83.0,318.0,381.0,5.2,5.7,6.0,7.2
592,11X290,Bronx Academy of Health Careers,85.0,370.0,437.0,5.9,5.7,5.9,7.0
593,11X299,Astor Collegiate Academy,88.0,395.0,449.0,5.9,5.7,6.3,7.2
594,11X322,Aspire Preparatory Middle School,95.0,488.0,514.0,5.3,5.2,5.4,6.9
595,11X326,Bronx Green Middle School,96.0,369.0,385.0,6.5,6.3,6.8,7.7
596,11X370,School of Diplomacy,15.0,64.0,431.0,5.5,6.3,6.9,7.3
597,11X415,Christopher Columbus High School,57.0,586.0,1035.0,6.1,5.9,6.6,7.2
598,11X417,C Columbus Hs Yabc,76.0,184.0,243.0,8.6,6.6,8.2,8.9
599,11X418,Bronx High School for the Visual Arts,82.0,330.0,401.0,6.3,5.3,6.1,6.9
600,11X455,Harry S Truman High School,62.0,1156.0,1864.0,6.0,5.6,6.3,7.2
601,11X456,Learning To Work Yabc At Truman High School,93.0,106.0,114.0,8.2,7.4,8.0,8.5
602,11X462,CORNERSTONE ACADEMY FOR SOCIAL ACTION MIDDLE SCHOO,79.0,170.0,216.0,6.8,6.5,7.1,7.8
603,11X468,PELHAM ACADEMY OF ACADEMICS AND COMMUNITY ENGAGEME,89.0,189.0,213.0,7.2,7.0,7.4,8.2
604,11X498,PS/MS 11X498 - VAN NEST ACADEMY,98.0,101.0,103.0,7.6,6.9,7.9,8.1
605,11X513,New World High School,90.0,316.0,351.0,7.1,6.8,7.3,8.0
606,11X514,The Bronxwood Preparatory Academy,80.0,274.0,344.0,6.0,5.7,6.1,7.1
607,11X541,Global Enterprise High School,74.0,260.0,352.0,5.9,5.8,6.2,7.1
608,11X542,Pelham Preparatory Academy,92.0,434.0,473.0,6.4,5.6,6.4,7.6
609,11X544,High School for Contemporary Arts,67.0,295.0,438.0,6.7,5.6,6.5,7.0
610,11X545,Bronx Aerospace High School,86.0,308.0,357.0,5.6,5.5,5.5,6.4
611,12X006,P.S. 006 West Farms,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
612,12X044,P.S. 044 David C. Farragut,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
613,12X047,P.S. 047 John Randolph,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
614,12X050,P.S. 050 Clara Barton,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
615,12X057,P.S. 057 Crescent,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
616,12X061,P.S. 061 Francisco Oller,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
617,12X066,P.S. 066 School of Higher Expectations,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
618,12X067,P.S. 067 Mohegan School,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
619,12X092,P.S. 092 Bronx,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
620,12X098,J.H.S. 098 Herman Ridder,93.0,419.0,449.0,5.8,6.0,6.7,7.4
621,12X102,P.S. 102 Joseph O. Loretan,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
622,12X129,P.S. 129 Twin Parks Upper,89.0,501.0,562.0,6.6,6.2,6.9,7.8
623,12X134,P.S. 134 George F. Bristow,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
624,12X150,P.S. 150 Charles James Fox,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
625,12X190,E.S.M.T- I.S. 190,97.0,236.0,243.0,6.4,5.9,7.1,7.4
626,12X195,P.S. 195,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
627,12X196,P.S. 196,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
628,12X198,P.S. 198,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
629,12X211,P.S. 211,98.0,337.0,343.0,6.9,6.3,7.7,7.7
630,12X212,P.S. 212,91.0,124.0,136.0,6.4,5.9,6.6,7.5
631,12X214,P.S. 214,95.0,379.0,399.0,6.7,6.2,6.9,8.0
632,12X217,School of Performing Arts,75.0,243.0,322.0,6.0,5.9,6.7,7.7
633,12X242,Mott Hall V,92.0,346.0,378.0,7.4,6.8,7.1,8.0
634,12X245,New Day Academy,71.0,215.0,301.0,6.0,5.9,6.5,7.1
635,12X248,"Metropolitan High School, The",79.0,246.0,313.0,6.8,6.0,6.6,7.1
636,12X251,Explorations Academy,65.0,232.0,359.0,6.9,6.5,7.1,7.7
637,12X262,Performance Conservatory High School,64.0,217.0,340.0,6.0,5.6,6.4,7.0
638,12X267,Bronx Latin,99.0,339.0,343.0,8.5,8.4,8.6,9.1
639,12X271,East Bronx Academy for the Future,66.0,399.0,606.0,6.8,6.4,6.9,7.7
640,12X273,Frederick Douglass Academy V. Middle School,97.0,247.0,255.0,6.8,6.2,6.9,7.7
641,12X278,Peace and Diversity Academy,89.0,236.0,266.0,8.6,8.6,8.3,9.1
642,12X286,Fannie Lou Hamer Middle School,74.0,177.0,238.0,6.6,6.6,7.0,7.9
643,12X300,The School of Science and Applied Learning,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
644,12X316,Kappa III,100.0,266.0,267.0,7.9,7.1,8.0,8.2
645,12X318,"I.S. X318 Math, Science & Technology Through Arts",99.0,373.0,378.0,6.9,6.2,7.1,7.7
646,12X341,Accion Academy,79.0,144.0,183.0,6.6,6.4,7.2,7.6
647,12X372,Urban Assembly School for Wildlife Conservation,77.0,241.0,313.0,6.3,6.7,6.6,7.5
648,12X383,Emolior Academy,95.0,203.0,213.0,7.5,7.2,7.7,7.7
649,12X384,Entrada Academy,83.0,281.0,340.0,6.8,6.2,7.2,7.8
650,12X388,Pan American International High School at Monroe,87.0,274.0,314.0,6.8,7.1,7.6,8.0
651,12X428,Learning To Work Yabc At Monroe Academy,47.0,90.0,190.0,8.2,6.7,7.8,8.4
652,12X446,Arturo A. Schomburg Satellite Academy Bronx,55.0,103.0,188.0,6.8,6.0,6.4,7.0
653,12X463,URBAN SCHOLARS COMMUNITY SCHOOL,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
654,12X478,THE CINEMA SCHOOL,90.0,118.0,131.0,7.5,7.1,7.5,8.1
655,12X479,BRONX CAREER AND COLLEGE PREPARATORY HIGH SCHOOL,61.0,91.0,148.0,6.5,5.9,6.4,7.4
656,12X480,Bronx Regional High School,57.0,144.0,252.0,7.2,6.0,6.9,7.7
657,12X550,High School of World Cultures,96.0,340.0,355.0,7.8,6.2,7.5,7.8
658,12X680,Bronx Coalition Community High School,96.0,45.0,47.0,7.3,6.2,7.1,8.2
659,12X682,Fannie Lou Hamer Freedom High School,67.0,317.0,471.0,6.6,5.9,6.6,7.3
660,12X684,Wings Academy,80.0,396.0,498.0,5.9,5.3,6.0,6.9
661,12X690,Monroe Academy for Business/Law,63.0,228.0,363.0,5.5,5.3,5.5,6.2
662,12X691,Bronx Little School,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
663,12X692,Monroe Academy for Visual Arts & Design,81.0,340.0,422.0,6.7,5.4,6.3,7.2
664,13K003,P.S. 003 The Bedford Village,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
665,13K008,P.S. 008 Robert Fulton,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
666,13K009,P.S. 009 Teunis G. Bergen,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
667,13K011,P.S. 011 Purvis J. Behan,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
668,13K020,P.S. 020 Clinton Hill,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0
